time,G(i),H_sun,T2m,WS10m,Int
20171104:1211,52.38,19.35,10.28,8.21,0.0
20171104:1311,678.11,15.99,10.48,7.86,0.0
20171104:1411,224.32,10.73,10.79,8.62,0.0
20171104:1511,49.73,3.99,11.17,9.31,0.0
20171104:1611,0.0,0.0,11.62,10.07,0.0
20171104:1711,0.0,0.0,11.97,9.93,0.0
20171104:1811,0.0,0.0,12.16,8.48,0.0
20171104:1911,0.0,0.0,12.38,8.76,0.0
20171104:2011,0.0,0.0,12.6,9.03,0.0
20171104:2111,0.0,0.0,12.74,9.31,0.0
20171104:2211,0.0,0.0,12.42,10.34,0.0
20171104:2311,0.0,0.0,12.44,9.72,0.0
20171105:0011,0.0,0.0,12.41,8.83,0.0
20171105:0111,0.0,0.0,12.22,8.9,0.0
20171105:0211,0.0,0.0,12.11,8.69,0.0
20171105:0311,0.0,0.0,11.66,8.41,0.0
20171105:0411,0.0,0.0,11.11,7.66,0.0
20171105:0511,0.0,0.0,11.17,7.45,0.0
20171105:0611,0.0,0.0,11.14,7.38,0.0
20171105:0711,29.69,3.53,10.94,7.45,0.0
20171105:0811,68.58,10.29,10.71,7.24,0.0
20171105:0911,367.54,15.58,10.56,7.03,0.0
20171105:1011,190.39,18.99,10.67,6.9,0.0
20171105:1111,104.12,20.19,10.44,6.9,0.0
20171105:1211,175.54,19.05,10.18,7.52,0.0
20171105:1311,189.24,15.7,10.38,8.07,0.0
20171105:1411,46.96,10.45,10.5,8.21,0.0
20171105:1511,6.32,3.73,10.52,7.93,0.0
20171105:1611,0.0,0.0,10.63,7.86,0.0
20171105:1711,0.0,0.0,10.76,7.72,0.0
20171105:1811,0.0,0.0,10.77,7.66,0.0
20171105:1911,0.0,0.0,10.77,7.93,0.0
20171105:2011,0.0,0.0,10.68,8.41,0.0
20171105:2111,0.0,0.0,9.87,7.38,0.0
20171105:2211,0.0,0.0,9.95,7.24,0.0
20171105:2311,0.0,0.0,9.96,8.0,0.0
20171106:0011,0.0,0.0,9.85,8.07,0.0
20171106:0111,0.0,0.0,9.73,7.52,0.0
20171106:0211,0.0,0.0,9.8,7.59,0.0
20171106:0311,0.0,0.0,9.92,7.45,0.0
20171106:0411,0.0,0.0,10.0,7.03,0.0
20171106:0511,0.0,0.0,9.99,6.83,0.0
20171106:0611,0.0,0.0,9.88,6.48,0.0
20171106:0711,21.62,3.27,9.83,5.66,0.0
20171106:0811,353.2,10.01,9.88,4.83,0.0
20171106:0911,425.0,15.29,9.76,4.62,0.0
20171106:1011,715.38,18.69,9.31,5.45,0.0
20171106:1111,226.13,19.89,9.5,5.17,0.0
20171106:1211,730.22,18.76,9.65,4.55,0.0
20171106:1311,417.57,15.42,9.82,4.41,0.0
20171106:1411,411.93,10.19,9.9,4.62,0.0
20171106:1511,112.14,3.48,10.0,4.07,0.0
20171106:1611,0.0,0.0,10.09,3.38,0.0
20171106:1711,0.0,0.0,10.16,2.83,0.0
20171106:1811,0.0,0.0,10.21,2.34,0.0
20171106:1911,0.0,0.0,10.29,2.41,0.0
20171106:2011,0.0,0.0,10.35,2.97,0.0
20171106:2111,0.0,0.0,10.36,4.48,0.0
20171106:2211,0.0,0.0,10.51,5.59,0.0
20171106:2311,0.0,0.0,10.3,6.07,0.0
20171107:0011,0.0,0.0,10.16,6.41,0.0
20171107:0111,0.0,0.0,9.98,6.48,0.0
20171107:0211,0.0,0.0,9.72,6.62,0.0
20171107:0311,0.0,0.0,9.48,6.55,0.0
20171107:0411,0.0,0.0,9.29,6.55,0.0
20171107:0511,0.0,0.0,9.15,6.69,0.0
20171107:0611,0.0,0.0,8.99,6.69,0.0
20171107:0711,0.0,0.0,8.78,6.76,0.0
20171107:0811,0.0,0.0,8.49,7.1,0.0
20171107:0911,584.65,15.0,8.04,7.24,0.0
20171107:1011,385.2,18.39,7.11,7.03,0.0
20171107:1111,83.08,19.59,7.0,7.03,0.0
20171107:1211,92.53,18.46,6.91,6.9,0.0
20171107:1311,203.78,15.14,6.94,6.9,0.0
20171107:1411,173.21,9.92,6.95,7.38,0.0
20171107:1511,9.03,3.23,6.93,7.52,0.0
20171107:1611,0.0,0.0,6.89,7.38,0.0
20171107:1711,0.0,0.0,6.78,7.66,0.0
20171107:1811,0.0,0.0,6.56,8.34,0.0
20171107:1911,0.0,0.0,6.42,8.97,0.0
20171107:2011,0.0,0.0,6.39,8.9,0.0
20171107:2111,0.0,0.0,6.46,8.34,0.0
20171107:2211,0.0,0.0,7.08,8.14,0.0
20171107:2311,0.0,0.0,7.42,7.52,0.0
20171108:0011,0.0,0.0,7.64,6.9,0.0
20171108:0111,0.0,0.0,7.78,6.41,0.0
20171108:0211,0.0,0.0,7.82,6.07,0.0
20171108:0311,0.0,0.0,7.82,5.86,0.0
20171108:0411,0.0,0.0,7.82,6.0,0.0
20171108:0511,0.0,0.0,7.84,5.72,0.0
20171108:0611,0.0,0.0,7.87,5.86,0.0
20171108:0711,0.0,0.0,7.95,6.34,0.0
20171108:0811,152.08,9.46,8.05,6.07,0.0
20171108:0911,79.24,14.71,8.18,5.72,0.0
20171108:1011,189.73,18.1,8.69,5.66,0.0
20171108:1111,462.94,19.29,8.76,5.1,0.0
20171108:1211,139.24,18.18,8.82,4.97,0.0
20171108:1311,136.68,14.86,9.09,5.03,0.0
20171108:1411,50.38,9.67,9.33,5.03,0.0
20171108:1511,31.24,2.99,9.38,5.17,0.0
20171108:1611,0.0,0.0,9.42,5.03,0.0
20171108:1711,0.0,0.0,9.48,4.83,0.0
20171108:1811,0.0,0.0,9.51,4.55,0.0
20171108:1911,0.0,0.0,9.51,3.86,0.0
20171108:2011,0.0,0.0,9.48,3.72,0.0
20171108:2111,0.0,0.0,9.44,4.07,0.0
20171108:2211,0.0,0.0,9.12,3.72,0.0
20171108:2311,0.0,0.0,9.05,3.45,0.0
20171109:0011,0.0,0.0,9.03,2.9,0.0
20171109:0111,0.0,0.0,9.14,2.34,0.0
20171109:0211,0.0,0.0,9.32,3.03,0.0
20171109:0311,0.0,0.0,9.54,4.21,0.0
20171109:0411,0.0,0.0,9.72,5.17,0.0
20171109:0511,0.0,0.0,9.92,6.21,0.0
20171109:0611,0.0,0.0,10.02,7.79,0.0
20171109:0711,1.81,2.47,10.13,8.97,0.0
20171109:0811,61.59,9.18,10.27,9.86,0.0
20171109:0911,46.05,14.43,10.41,10.34,0.0
20171109:1011,185.46,17.81,10.1,11.24,0.0
20171109:1111,573.02,19.0,10.41,11.45,0.0
20171109:1211,88.08,17.89,10.75,11.52,0.0
20171109:1311,46.96,14.6,11.0,12.28,0.0
20171109:1411,37.02,9.41,11.37,11.72,0.0
20171109:1511,20.27,2.75,11.63,11.93,0.0
20171109:1611,0.0,0.0,11.65,11.59,0.0
20171109:1711,0.0,0.0,11.78,9.24,0.0
20171109:1811,0.0,0.0,11.95,7.86,0.0
20171109:1911,0.0,0.0,11.8,7.45,0.0
20171109:2011,0.0,0.0,11.53,7.24,0.0
20171109:2111,0.0,0.0,11.29,7.1,0.0
20171109:2211,0.0,0.0,11.51,7.03,0.0
20171109:2311,0.0,0.0,11.54,6.97,0.0
20171110:0011,0.0,0.0,11.63,6.69,0.0
20171110:0111,0.0,0.0,11.67,7.52,0.0
20171110:0211,0.0,0.0,11.66,9.38,0.0
20171110:0311,0.0,0.0,11.34,10.48,0.0
20171110:0411,0.0,0.0,11.07,10.21,0.0
20171110:0511,0.0,0.0,10.92,10.62,0.0
20171110:0611,0.0,0.0,10.78,11.52,0.0
20171110:0711,2.71,2.21,10.71,12.07,0.0
20171110:0811,37.02,8.91,10.51,12.28,0.0
20171110:0911,17.16,14.15,10.15,12.48,0.0
20171110:1011,35.22,17.52,10.16,13.31,0.0
20171110:1111,23.48,18.72,9.69,14.0,0.0
20171110:1211,64.11,17.62,9.54,12.62,0.0
20171110:1311,177.1,14.33,9.67,14.9,0.0
20171110:1411,9.93,9.17,10.22,16.14,0.0
20171110:1511,20.14,2.52,9.82,16.76,0.0
20171110:1611,0.0,0.0,9.32,15.45,0.0
20171110:1711,0.0,0.0,8.8,14.97,0.0
20171110:1811,0.0,0.0,7.57,14.21,0.0
20171110:1911,0.0,0.0,7.47,13.72,0.0
20171110:2011,0.0,0.0,7.78,13.59,0.0
20171110:2111,0.0,0.0,7.77,13.45,0.0
20171110:2211,0.0,0.0,8.42,13.66,0.0
20171110:2311,0.0,0.0,8.38,13.86,0.0
20171111:0011,0.0,0.0,8.4,13.93,0.0
20171111:0111,0.0,0.0,8.69,13.66,0.0
20171111:0211,0.0,0.0,8.95,12.69,0.0
20171111:0311,0.0,0.0,9.14,12.0,0.0
20171111:0411,0.0,0.0,9.27,11.72,0.0
20171111:0511,0.0,0.0,9.24,11.72,0.0
20171111:0611,0.0,0.0,8.94,11.31,0.0
20171111:0711,0.0,0.0,8.72,11.52,0.0
20171111:0811,372.64,8.64,8.63,11.45,0.0
20171111:0911,71.25,13.87,8.42,11.03,0.0
20171111:1011,21.67,17.24,8.67,11.03,0.0
20171111:1111,83.08,18.44,8.58,11.03,0.0
20171111:1211,32.51,17.35,8.44,11.1,0.0
20171111:1311,458.61,14.08,8.22,11.1,0.0
20171111:1411,257.25,8.93,7.96,11.03,0.0
20171111:1511,1.81,2.3,7.97,10.28,0.0
20171111:1611,0.0,0.0,8.1,9.72,0.0
20171111:1711,0.0,0.0,8.4,10.14,0.0
20171111:1811,0.0,0.0,8.73,10.34,0.0
20171111:1911,0.0,0.0,8.93,9.86,0.0
20171111:2011,0.0,0.0,8.97,9.79,0.0
20171111:2111,0.0,0.0,9.09,9.79,0.0
20171111:2211,0.0,0.0,9.24,10.34,0.0
20171111:2311,0.0,0.0,9.31,11.03,0.0
20171112:0011,0.0,0.0,9.49,11.31,0.0
20171112:0111,0.0,0.0,9.6,11.52,0.0
20171112:0211,0.0,0.0,9.54,11.52,0.0
20171112:0311,0.0,0.0,9.11,11.17,0.0
20171112:0411,0.0,0.0,8.92,10.14,0.0
20171112:0511,0.0,0.0,8.39,9.38,0.0
20171112:0611,0.0,0.0,8.11,8.69,0.0
20171112:0711,0.0,0.0,8.02,8.14,0.0
20171112:0811,43.36,8.38,7.9,7.79,0.0
20171112:0911,104.44,13.6,7.75,6.83,0.0
20171112:1011,84.55,16.96,7.52,5.17,0.0
20171112:1111,46.05,18.16,7.5,4.48,0.0
20171112:1211,39.73,17.08,7.27,4.21,0.0
20171112:1311,99.36,13.82,7.34,3.66,0.0
20171112:1411,33.41,8.69,7.56,4.41,0.0
20171112:1511,0.0,0.0,7.86,5.86,0.0
20171112:1611,0.0,0.0,8.12,6.62,0.0
20171112:1711,0.0,0.0,8.41,6.9,0.0
20171112:1811,0.0,0.0,8.73,7.03,0.0
20171112:1911,0.0,0.0,9.25,7.03,0.0
20171112:2011,0.0,0.0,9.65,8.34,0.0
20171112:2111,0.0,0.0,9.77,8.97,0.0
20171112:2211,0.0,0.0,10.04,9.38,0.0
20171112:2311,0.0,0.0,9.77,10.14,0.0
20171113:0011,0.0,0.0,9.4,10.0,0.0
20171113:0111,0.0,0.0,9.15,8.69,0.0
20171113:0211,0.0,0.0,9.17,7.86,0.0
20171113:0311,0.0,0.0,9.44,7.03,0.0
20171113:0411,0.0,0.0,9.65,6.97,0.0
20171113:0511,0.0,0.0,9.78,6.69,0.0
20171113:0611,0.0,0.0,9.88,6.21,0.0
20171113:0711,0.0,0.0,9.96,5.52,0.0
20171113:0811,280.11,8.12,10.0,5.24,0.0
20171113:0911,279.03,13.33,9.89,5.17,0.0
20171113:1011,513.28,16.69,8.94,4.48,0.0
20171113:1111,566.37,17.89,8.58,4.9,0.0
20171113:1211,385.99,16.82,8.38,4.83,0.0
20171113:1311,548.45,13.58,8.35,5.17,0.0
20171113:1411,293.44,8.46,8.38,4.62,0.0
20171113:1511,0.0,0.0,8.52,4.28,0.0
20171113:1611,0.0,0.0,8.68,4.97,0.0
20171113:1711,0.0,0.0,8.6,6.28,0.0
20171113:1811,0.0,0.0,8.39,6.62,0.0
20171113:1911,0.0,0.0,8.57,6.48,0.0
20171113:2011,0.0,0.0,8.5,6.0,0.0
20171113:2111,0.0,0.0,8.52,5.45,0.0
20171113:2211,0.0,0.0,8.69,5.72,0.0
20171113:2311,0.0,0.0,8.7,5.93,0.0
20171114:0011,0.0,0.0,8.75,6.41,0.0
20171114:0111,0.0,0.0,9.09,7.1,0.0
20171114:0211,0.0,0.0,9.47,7.52,0.0
20171114:0311,0.0,0.0,9.85,8.34,0.0
20171114:0411,0.0,0.0,9.76,9.93,0.0
20171114:0511,0.0,0.0,9.55,11.1,0.0
20171114:0611,0.0,0.0,9.65,11.93,0.0
20171114:0711,0.0,0.0,9.65,12.62,0.0
20171114:0811,42.75,7.86,9.75,12.41,0.0
20171114:0911,55.99,13.07,10.12,12.69,0.0
20171114:1011,74.95,16.42,10.67,13.79,0.0
20171114:1111,37.93,17.63,11.06,12.41,0.0
20171114:1211,43.34,16.57,11.24,9.79,0.0
20171114:1311,45.15,13.34,11.3,8.62,0.0
20171114:1411,109.05,8.24,11.37,7.59,0.0
20171114:1511,0.0,0.0,11.33,7.1,0.0
20171114:1611,0.0,0.0,11.27,6.55,0.0
20171114:1711,0.0,0.0,11.24,6.07,0.0
20171114:1811,0.0,0.0,11.18,5.86,0.0
20171114:1911,0.0,0.0,11.11,5.86,0.0
20171114:2011,0.0,0.0,11.07,5.66,0.0
20171114:2111,0.0,0.0,11.09,5.31,0.0
20171114:2211,0.0,0.0,10.98,5.1,0.0
20171114:2311,0.0,0.0,10.98,5.66,0.0
20171115:0011,0.0,0.0,10.94,5.52,0.0
20171115:0111,0.0,0.0,10.69,5.38,0.0
20171115:0211,0.0,0.0,10.44,5.93,0.0
20171115:0311,0.0,0.0,10.69,6.28,0.0
20171115:0411,0.0,0.0,11.04,6.41,0.0
20171115:0511,0.0,0.0,11.21,6.55,0.0
20171115:0611,0.0,0.0,11.23,6.41,0.0
20171115:0711,0.0,0.0,11.26,6.0,0.0
20171115:0811,93.55,7.61,11.16,5.66,0.0
20171115:0911,522.59,12.81,11.03,5.31,0.0
20171115:1011,634.15,16.16,11.08,5.03,0.0
20171115:1111,326.9,17.37,10.93,5.1,0.0
20171115:1211,190.02,16.32,10.78,5.03,0.0
20171115:1311,435.56,13.1,10.65,4.41,0.0
20171115:1411,120.44,8.02,10.51,3.79,0.0
20171115:1511,0.0,0.0,10.39,2.9,0.0
20171115:1611,0.0,0.0,10.28,1.93,0.0
20171115:1711,0.0,0.0,10.16,0.9,0.0
20171115:1811,0.0,0.0,10.09,0.21,0.0
20171115:1911,0.0,0.0,10.04,1.72,0.0
20171115:2011,0.0,0.0,10.01,3.24,0.0
20171115:2111,0.0,0.0,10.0,3.93,0.0
20171115:2211,0.0,0.0,10.27,3.72,0.0
20171115:2311,0.0,0.0,10.36,4.69,0.0
20171116:0011,0.0,0.0,10.28,5.59,0.0
20171116:0111,0.0,0.0,10.2,6.55,0.0
20171116:0211,0.0,0.0,9.96,7.17,0.0
20171116:0311,0.0,0.0,9.76,7.1,0.0
20171116:0411,0.0,0.0,9.67,7.38,0.0
20171116:0511,0.0,0.0,9.67,8.07,0.0
20171116:0611,0.0,0.0,9.66,8.83,0.0
20171116:0711,0.0,0.0,9.71,8.62,0.0
20171116:0811,48.26,7.36,9.97,8.76,0.0
20171116:0911,17.16,12.55,10.21,9.03,0.0
20171116:1011,41.54,15.9,10.19,9.24,0.0
20171116:1111,38.83,17.12,10.25,9.86,0.0
20171116:1211,68.63,16.07,10.18,10.21,0.0
20171116:1311,23.48,12.88,10.19,10.76,0.0
20171116:1411,18.06,7.81,10.21,10.41,0.0
20171116:1511,0.0,0.0,10.28,10.76,0.0
20171116:1611,0.0,0.0,10.65,11.59,0.0
20171116:1711,0.0,0.0,10.67,11.45,0.0
20171116:1811,0.0,0.0,10.8,11.45,0.0
20171116:1911,0.0,0.0,10.56,9.86,0.0
20171116:2011,0.0,0.0,10.43,9.86,0.0
20171116:2111,0.0,0.0,10.11,10.0,0.0
20171116:2211,0.0,0.0,10.21,9.45,0.0
20171116:2311,0.0,0.0,10.17,9.52,0.0
20171117:0011,0.0,0.0,10.13,9.24,0.0
20171117:0111,0.0,0.0,10.03,9.17,0.0
20171117:0211,0.0,0.0,9.96,8.69,0.0
20171117:0311,0.0,0.0,9.84,8.28,0.0
20171117:0411,0.0,0.0,9.75,7.93,0.0
20171117:0511,0.0,0.0,9.68,7.86,0.0
20171117:0611,0.0,0.0,9.69,7.86,0.0
20171117:0711,0.0,0.0,9.66,8.14,0.0
20171117:0811,80.67,7.11,9.56,8.28,0.0
20171117:0911,25.28,12.3,9.52,8.48,0.0
20171117:1011,466.81,15.65,10.19,8.34,0.0
20171117:1111,298.98,16.87,10.08,8.76,0.0
20171117:1211,363.79,15.84,10.03,8.9,0.0
20171117:1311,496.86,12.65,9.92,9.03,0.0
20171117:1411,63.54,7.61,9.83,9.24,0.0
20171117:1511,0.0,0.0,9.69,9.38,0.0
20171117:1611,0.0,0.0,9.57,9.66,0.0
20171117:1711,0.0,0.0,9.53,10.21,0.0
20171117:1811,0.0,0.0,9.51,10.41,0.0
20171117:1911,0.0,0.0,9.61,10.28,0.0
20171117:2011,0.0,0.0,9.6,10.76,0.0
20171117:2111,0.0,0.0,9.64,11.38,0.0
20171117:2211,0.0,0.0,9.94,11.66,0.0
20171117:2311,0.0,0.0,10.06,12.34,0.0
20171118:0011,0.0,0.0,10.11,12.76,0.0
20171118:0111,0.0,0.0,10.12,12.28,0.0
20171118:0211,0.0,0.0,10.08,12.62,0.0
20171118:0311,0.0,0.0,9.59,13.45,0.0
20171118:0411,0.0,0.0,9.34,13.93,0.0
20171118:0511,0.0,0.0,9.19,14.55,0.0
20171118:0611,0.0,0.0,8.94,14.62,0.0
20171118:0711,0.0,0.0,8.86,14.62,0.0
20171118:0811,15.35,6.87,8.46,14.62,0.0
20171118:0911,69.38,12.05,8.05,14.0,0.0
20171118:1011,34.31,15.4,8.41,12.21,0.0
20171118:1111,27.09,16.62,8.49,13.72,0.0
20171118:1211,427.04,15.6,8.63,14.21,0.0
20171118:1311,137.58,12.44,8.64,14.0,0.0
20171118:1411,121.11,7.41,8.79,13.86,0.0
20171118:1511,0.0,0.0,8.88,13.45,0.0
20171118:1611,0.0,0.0,8.49,13.52,0.0
20171118:1711,0.0,0.0,8.06,13.79,0.0
20171118:1811,0.0,0.0,8.06,13.03,0.0
20171118:1911,0.0,0.0,7.9,13.24,0.0
20171118:2011,0.0,0.0,7.97,13.72,0.0
20171118:2111,0.0,0.0,7.98,14.41,0.0
20171118:2211,0.0,0.0,8.15,15.24,0.0
20171118:2311,0.0,0.0,7.99,15.66,0.0
20171119:0011,0.0,0.0,8.13,15.52,0.0
20171119:0111,0.0,0.0,7.98,15.1,0.0
20171119:0211,0.0,0.0,8.28,15.59,0.0
20171119:0311,0.0,0.0,8.39,15.66,0.0
20171119:0411,0.0,0.0,8.45,16.0,0.0
20171119:0511,0.0,0.0,8.51,16.76,0.0
20171119:0611,0.0,0.0,8.51,17.24,0.0
20171119:0711,0.0,0.0,8.54,17.24,0.0
20171119:0811,157.42,6.63,8.58,15.72,0.0
20171119:0911,216.9,11.81,8.62,15.52,0.0
20171119:1011,352.57,15.16,8.57,15.38,0.0
20171119:1111,646.36,16.39,8.69,16.28,0.0
20171119:1211,154.65,15.38,8.36,16.9,0.0
20171119:1311,110.06,12.23,8.24,15.45,0.0
20171119:1411,13.55,7.21,8.22,14.62,0.0
20171119:1511,0.0,0.0,8.26,14.28,0.0
20171119:1611,0.0,0.0,8.32,14.41,0.0
20171119:1711,0.0,0.0,8.24,14.34,0.0
20171119:1811,0.0,0.0,8.13,14.07,0.0
20171119:1911,0.0,0.0,8.03,13.93,0.0
20171119:2011,0.0,0.0,8.13,13.45,0.0
20171119:2111,0.0,0.0,8.29,12.76,0.0
20171119:2211,0.0,0.0,8.73,12.97,0.0
20171119:2311,0.0,0.0,8.75,12.83,0.0
20171120:0011,0.0,0.0,8.77,12.34,0.0
20171120:0111,0.0,0.0,8.61,12.0,0.0
20171120:0211,0.0,0.0,8.45,11.52,0.0
20171120:0311,0.0,0.0,8.27,10.62,0.0
20171120:0411,0.0,0.0,8.07,10.0,0.0
20171120:0511,0.0,0.0,8.09,9.38,0.0
20171120:0611,0.0,0.0,8.06,8.69,0.0
20171120:0711,0.0,0.0,8.09,8.21,0.0
20171120:0811,22.58,6.39,8.06,7.52,0.0
20171120:0911,50.57,11.57,7.94,6.97,0.0
20171120:1011,55.08,14.92,7.64,5.1,0.0
20171120:1111,37.93,16.16,7.6,5.17,0.0
20171120:1211,41.54,15.16,7.65,5.52,0.0
20171120:1311,47.86,12.02,7.69,6.21,0.0
20171120:1411,116.02,7.03,7.7,6.48,0.0
20171120:1511,0.0,0.0,7.51,7.03,0.0
20171120:1611,0.0,0.0,7.13,7.45,0.0
20171120:1711,0.0,0.0,6.84,7.31,0.0
20171120:1811,0.0,0.0,6.58,7.38,0.0
20171120:1911,0.0,0.0,6.52,7.1,0.0
20171120:2011,0.0,0.0,6.43,7.1,0.0
20171120:2111,0.0,0.0,6.43,7.1,0.0
20171120:2211,0.0,0.0,6.4,6.41,0.0
20171120:2311,0.0,0.0,6.37,6.07,0.0
20171121:0011,0.0,0.0,6.36,5.24,0.0
20171121:0111,0.0,0.0,6.34,4.41,0.0
20171121:0211,0.0,0.0,6.32,4.21,0.0
20171121:0311,0.0,0.0,6.24,4.21,0.0
20171121:0411,0.0,0.0,6.19,3.79,0.0
20171121:0511,0.0,0.0,6.14,4.0,0.0
20171121:0611,0.0,0.0,6.13,4.28,0.0
20171121:0711,0.0,0.0,6.16,4.21,0.0
20171121:0811,32.98,6.16,6.21,4.07,0.0
20171121:0911,22.58,11.34,6.25,4.14,0.0
20171121:1011,45.15,14.69,6.62,5.03,0.0
20171121:1111,40.64,15.93,6.62,4.83,0.0
20171121:1211,42.44,14.94,6.65,5.24,0.0
20171121:1311,43.34,11.83,6.81,5.86,0.0
20171121:1411,28.9,6.85,7.01,6.21,0.0
20171121:1511,0.0,0.0,7.16,6.55,0.0
20171121:1611,0.0,0.0,7.35,6.62,0.0
20171121:1711,0.0,0.0,7.5,6.48,0.0
20171121:1811,0.0,0.0,7.59,6.69,0.0
20171121:1911,0.0,0.0,7.65,7.31,0.0
20171121:2011,0.0,0.0,7.91,8.07,0.0
20171121:2111,0.0,0.0,8.26,8.14,0.0
20171121:2211,0.0,0.0,9.73,9.03,0.0
20171121:2311,0.0,0.0,10.8,11.45,0.0
20171122:0011,0.0,0.0,10.66,11.17,0.0
20171122:0111,0.0,0.0,10.61,11.1,0.0
20171122:0211,0.0,0.0,10.6,11.31,0.0
20171122:0311,0.0,0.0,10.53,11.79,0.0
20171122:0411,0.0,0.0,10.64,12.76,0.0
20171122:0511,0.0,0.0,10.91,13.24,0.0
20171122:0611,0.0,0.0,11.03,12.34,0.0
20171122:0711,0.0,0.0,11.1,11.79,0.0
20171122:0811,11.74,5.94,11.14,12.07,0.0
20171122:0911,27.09,11.11,11.15,12.21,0.0
20171122:1011,34.31,14.46,11.31,12.69,0.0
20171122:1111,45.15,15.71,11.2,12.55,0.0
20171122:1211,50.57,14.74,11.13,12.9,0.0
20171122:1311,57.53,11.64,11.07,12.62,0.0
20171122:1411,69.24,6.68,11.04,12.21,0.0
20171122:1511,0.0,0.0,11.11,12.48,0.0
20171122:1611,0.0,0.0,11.24,12.55,0.0
20171122:1711,0.0,0.0,11.27,12.48,0.0
20171122:1811,0.0,0.0,11.13,12.69,0.0
20171122:1911,0.0,0.0,11.07,13.17,0.0
20171122:2011,0.0,0.0,11.19,13.38,0.0
20171122:2111,0.0,0.0,11.27,13.38,0.0
20171122:2211,0.0,0.0,11.18,13.24,0.0
20171122:2311,0.0,0.0,11.17,13.38,0.0
20171123:0011,0.0,0.0,11.19,13.72,0.0
20171123:0111,0.0,0.0,11.26,13.66,0.0
20171123:0211,0.0,0.0,11.38,13.72,0.0
20171123:0311,0.0,0.0,11.42,13.59,0.0
20171123:0411,0.0,0.0,11.52,13.31,0.0
20171123:0511,0.0,0.0,11.45,13.79,0.0
20171123:0611,0.0,0.0,11.38,14.34,0.0
20171123:0711,0.0,0.0,11.47,14.55,0.0
20171123:0811,84.71,5.72,11.65,14.34,0.0
20171123:0911,78.11,10.88,11.91,14.62,0.0
20171123:1011,28.9,14.24,11.89,14.48,0.0
20171123:1111,33.41,15.5,11.48,15.17,0.0
20171123:1211,34.31,14.54,11.5,15.03,0.0
20171123:1311,13.55,11.45,11.51,13.31,0.0
20171123:1411,14.45,6.51,11.38,11.72,0.0
20171123:1511,0.0,0.0,11.08,11.38,0.0
20171123:1611,0.0,0.0,10.5,11.72,0.0
20171123:1711,0.0,0.0,10.17,12.28,0.0
20171123:1811,0.0,0.0,10.04,12.55,0.0
20171123:1911,0.0,0.0,10.03,13.38,0.0
20171123:2011,0.0,0.0,9.8,14.14,0.0
20171123:2111,0.0,0.0,9.97,13.24,0.0
20171123:2211,0.0,0.0,10.32,12.41,0.0
20171123:2311,0.0,0.0,10.32,11.86,0.0
20171124:0011,0.0,0.0,10.28,10.9,0.0
20171124:0111,0.0,0.0,10.08,9.59,0.0
20171124:0211,0.0,0.0,9.85,8.97,0.0
20171124:0311,0.0,0.0,9.67,8.76,0.0
20171124:0411,0.0,0.0,9.5,9.17,0.0
20171124:0511,0.0,0.0,9.39,8.34,0.0
20171124:0611,0.0,0.0,9.23,7.31,0.0
20171124:0711,0.0,0.0,9.22,7.17,0.0
20171124:0811,138.21,5.5,9.23,7.31,0.0
20171124:0911,31.61,10.67,9.17,7.66,0.0
20171124:1011,42.44,14.02,9.17,7.59,0.0
20171124:1111,53.28,15.29,9.21,7.86,0.0
20171124:1211,17.16,14.34,9.16,7.79,0.0
20171124:1311,201.87,11.27,9.14,7.86,0.0
20171124:1411,9.93,6.35,9.13,8.62,0.0
20171124:1511,0.0,0.0,8.78,8.55,0.0
20171124:1611,0.0,0.0,8.56,8.07,0.0
20171124:1711,0.0,0.0,8.46,7.66,0.0
20171124:1811,0.0,0.0,8.34,8.07,0.0
20171124:1911,0.0,0.0,8.35,8.14,0.0
20171124:2011,0.0,0.0,8.23,6.76,0.0
20171124:2111,0.0,0.0,8.13,6.0,0.0
20171124:2211,0.0,0.0,8.3,7.24,0.0
20171124:2311,0.0,0.0,8.38,6.76,0.0
20171125:0011,0.0,0.0,8.38,6.76,0.0
20171125:0111,0.0,0.0,8.4,6.34,0.0
20171125:0211,0.0,0.0,8.37,6.0,0.0
20171125:0311,0.0,0.0,8.27,5.38,0.0
20171125:0411,0.0,0.0,8.15,5.31,0.0
20171125:0511,0.0,0.0,8.1,6.07,0.0
20171125:0611,0.0,0.0,8.08,6.55,0.0
20171125:0711,0.0,0.0,7.98,6.97,0.0
20171125:0811,145.98,5.29,7.48,7.59,0.0
20171125:0911,11.74,10.45,7.25,7.79,0.0
20171125:1011,16.25,13.81,7.04,6.55,0.0
20171125:1111,496.9,15.09,7.29,6.34,0.0
20171125:1211,444.81,14.16,7.5,6.76,0.0
20171125:1311,301.05,11.1,7.73,7.38,0.0
20171125:1411,6.32,6.2,7.74,7.86,0.0
20171125:1511,0.0,0.0,7.0,8.14,0.0
20171125:1611,0.0,0.0,7.2,8.55,0.0
20171125:1711,0.0,0.0,7.4,8.97,0.0
20171125:1811,0.0,0.0,6.7,9.52,0.0
20171125:1911,0.0,0.0,5.93,9.52,0.0
20171125:2011,0.0,0.0,5.63,9.86,0.0
20171125:2111,0.0,0.0,5.55,9.45,0.0
20171125:2211,0.0,0.0,5.55,9.59,0.0
20171125:2311,0.0,0.0,5.48,9.59,0.0
20171126:0011,0.0,0.0,5.61,10.34,0.0
