time,G(i),H_sun,T2m,WS10m,Int
20171126:0111,0.0,0.0,6.47,11.17,0.0
20171126:0211,0.0,0.0,6.84,11.31,0.0
20171126:0311,0.0,0.0,6.9,11.17,0.0
20171126:0411,0.0,0.0,7.17,11.66,0.0
20171126:0511,0.0,0.0,7.32,11.59,0.0
20171126:0611,0.0,0.0,7.39,11.59,0.0
20171126:0711,0.0,0.0,7.64,12.28,0.0
20171126:0811,4.52,5.08,7.63,12.07,0.0
20171126:0911,70.77,10.25,7.52,11.31,0.0
20171126:1011,16.25,13.61,7.46,10.62,0.0
20171126:1111,42.44,14.89,7.54,10.83,0.0
20171126:1211,73.48,13.97,7.64,10.9,0.0
20171126:1311,111.22,10.94,7.75,11.24,0.0
20171126:1411,207.95,6.05,7.7,11.52,0.0
20171126:1511,0.0,0.0,7.78,11.66,0.0
20171126:1611,0.0,0.0,7.8,11.72,0.0
20171126:1711,0.0,0.0,7.88,11.72,0.0
20171126:1811,0.0,0.0,7.77,11.79,0.0
20171126:1911,0.0,0.0,7.79,12.0,0.0
20171126:2011,0.0,0.0,7.71,12.34,0.0
20171126:2111,0.0,0.0,7.8,12.55,0.0
20171126:2211,0.0,0.0,7.88,12.28,0.0
20171126:2311,0.0,0.0,8.25,11.86,0.0
20171127:0011,0.0,0.0,8.3,11.72,0.0
20171127:0111,0.0,0.0,8.07,11.59,0.0
20171127:0211,0.0,0.0,7.86,11.03,0.0
20171127:0311,0.0,0.0,7.54,10.83,0.0
20171127:0411,0.0,0.0,7.41,11.17,0.0
20171127:0511,0.0,0.0,7.17,11.59,0.0
20171127:0611,0.0,0.0,6.91,12.21,0.0
20171127:0711,0.0,0.0,6.77,13.24,0.0
20171127:0811,12.64,4.88,6.65,13.66,0.0
20171127:0911,30.7,10.04,6.5,15.24,0.0
20171127:1011,42.44,13.41,6.88,15.45,0.0
20171127:1111,26.19,14.71,7.35,15.93,0.0
20171127:1211,27.09,13.8,8.16,14.69,0.0
20171127:1311,20.77,10.78,8.83,11.93,0.0
20171127:1411,18.96,5.91,8.82,11.45,0.0
20171127:1511,0.0,0.0,8.58,11.1,0.0
20171127:1611,0.0,0.0,8.36,10.83,0.0
20171127:1711,0.0,0.0,8.26,10.9,0.0
20171127:1811,0.0,0.0,8.09,11.17,0.0
20171127:1911,0.0,0.0,7.89,11.72,0.0
20171127:2011,0.0,0.0,7.5,12.48,0.0
20171127:2111,0.0,0.0,7.59,12.21,0.0
20171127:2211,0.0,0.0,7.58,10.9,0.0
20171127:2311,0.0,0.0,7.91,12.28,0.0
20171128:0011,0.0,0.0,7.91,14.21,0.0
20171128:0111,0.0,0.0,7.58,15.38,0.0
20171128:0211,0.0,0.0,7.16,15.59,0.0
20171128:0311,0.0,0.0,7.15,14.28,0.0
20171128:0411,0.0,0.0,7.55,14.14,0.0
20171128:0511,0.0,0.0,7.69,13.45,0.0
20171128:0611,0.0,0.0,7.88,12.76,0.0
20171128:0711,0.0,0.0,7.98,12.55,0.0
20171128:0811,172.4,4.68,7.99,12.62,0.0
20171128:0911,22.58,9.85,7.98,12.14,0.0
20171128:1011,67.22,13.22,7.59,10.28,0.0
20171128:1111,30.7,14.52,7.54,9.38,0.0
20171128:1211,22.58,13.63,7.48,8.9,0.0
20171128:1311,18.06,10.63,7.37,8.69,0.0
20171128:1411,16.25,5.78,7.34,8.0,0.0
20171128:1511,0.0,0.0,7.28,6.69,0.0
20171128:1611,0.0,0.0,7.3,5.79,0.0
20171128:1711,0.0,0.0,7.25,5.45,0.0
20171128:1811,0.0,0.0,7.1,5.52,0.0
20171128:1911,0.0,0.0,7.01,5.24,0.0
20171128:2011,0.0,0.0,6.88,4.97,0.0
20171128:2111,0.0,0.0,6.91,4.62,0.0
20171128:2211,0.0,0.0,6.9,4.07,0.0
20171128:2311,0.0,0.0,6.78,4.07,0.0
20171129:0011,0.0,0.0,6.78,3.45,0.0
20171129:0111,0.0,0.0,6.71,2.97,0.0
20171129:0211,0.0,0.0,6.73,2.48,0.0
20171129:0311,0.0,0.0,6.76,1.86,0.0
20171129:0411,0.0,0.0,6.8,1.24,0.0
20171129:0511,0.0,0.0,6.82,1.38,0.0
20171129:0611,0.0,0.0,6.75,1.93,0.0
20171129:0711,0.0,0.0,6.6,2.34,0.0
20171129:0811,36.66,4.49,6.56,2.28,0.0
20171129:0911,94.28,9.66,6.3,2.0,0.0
20171129:1011,278.95,13.04,6.61,2.41,0.0
20171129:1111,522.96,14.35,6.5,2.41,0.0
20171129:1211,469.68,13.47,6.39,2.62,0.0
20171129:1311,208.66,10.49,6.13,3.1,0.0
20171129:1411,18.96,5.65,6.1,3.45,0.0
20171129:1511,0.0,0.0,5.88,3.66,0.0
20171129:1611,0.0,0.0,5.76,3.86,0.0
20171129:1711,0.0,0.0,5.54,3.72,0.0
20171129:1811,0.0,0.0,5.36,3.45,0.0
20171129:1911,0.0,0.0,5.22,2.69,0.0
20171129:2011,0.0,0.0,5.12,1.93,0.0
20171129:2111,0.0,0.0,5.08,1.03,0.0
20171129:2211,0.0,0.0,4.94,2.9,0.0
20171129:2311,0.0,0.0,4.97,3.52,0.0
20171130:0011,0.0,0.0,5.0,3.38,0.0
20171130:0111,0.0,0.0,5.16,3.38,0.0
20171130:0211,0.0,0.0,5.37,3.79,0.0
20171130:0311,0.0,0.0,5.23,3.86,0.0
20171130:0411,0.0,0.0,5.08,3.52,0.0
20171130:0511,0.0,0.0,5.12,3.31,0.0
20171130:0611,0.0,0.0,5.21,3.72,0.0
20171130:0711,0.0,0.0,5.09,4.48,0.0
20171130:0811,3.61,4.3,4.79,4.55,0.0
20171130:0911,75.01,9.47,4.46,4.62,0.0
20171130:1011,67.32,12.86,4.81,4.97,0.0
20171130:1111,70.74,14.18,4.77,5.1,0.0
20171130:1211,99.73,13.32,4.75,4.48,0.0
20171130:1311,33.41,10.35,4.75,3.45,0.0
20171130:1411,23.48,5.53,4.76,3.72,0.0
20171130:1511,0.0,0.0,4.55,4.76,0.0
20171130:1611,0.0,0.0,4.36,5.66,0.0
20171130:1711,0.0,0.0,4.38,6.83,0.0
20171130:1811,0.0,0.0,4.5,7.45,0.0
20171130:1911,0.0,0.0,4.64,7.52,0.0
20171130:2011,0.0,0.0,4.64,7.1,0.0
20171130:2111,0.0,0.0,4.49,6.83,0.0
20171130:2211,0.0,0.0,4.32,5.72,0.0
20171130:2311,0.0,0.0,4.22,6.0,0.0
20171201:0011,0.0,0.0,4.17,6.21,0.0
20171201:0111,0.0,0.0,4.15,6.28,0.0
20171201:0211,0.0,0.0,4.25,6.28,0.0
20171201:0311,0.0,0.0,4.38,6.21,0.0
20171201:0411,0.0,0.0,4.41,6.34,0.0
20171201:0511,0.0,0.0,4.51,6.55,0.0
20171201:0611,0.0,0.0,4.61,6.69,0.0
20171201:0711,0.0,0.0,4.58,6.83,0.0
20171201:0811,26.94,4.12,4.46,6.97,0.0
20171201:0911,110.08,9.29,4.45,7.03,0.0
20171201:1011,233.18,12.69,4.53,6.48,0.0
20171201:1111,629.9,14.02,4.47,6.34,0.0
20171201:1211,201.31,13.17,4.51,6.14,0.0
20171201:1311,20.77,10.22,4.61,5.93,0.0
20171201:1411,9.93,5.42,4.77,5.79,0.0
20171201:1511,0.0,0.0,4.92,5.59,0.0
20171201:1611,0.0,0.0,4.99,5.24,0.0
20171201:1711,0.0,0.0,5.01,4.97,0.0
20171201:1811,0.0,0.0,4.95,4.69,0.0
20171201:1911,0.0,0.0,4.88,4.21,0.0
20171201:2011,0.0,0.0,4.77,3.66,0.0
20171201:2111,0.0,0.0,4.72,2.9,0.0
20171201:2211,0.0,0.0,3.99,1.31,0.0
20171201:2311,0.0,0.0,3.96,0.34,0.0
20171202:0011,0.0,0.0,4.02,0.9,0.0
20171202:0111,0.0,0.0,4.23,2.0,0.0
20171202:0211,0.0,0.0,4.64,2.48,0.0
20171202:0311,0.0,0.0,5.1,2.69,0.0
20171202:0411,0.0,0.0,5.48,2.9,0.0
20171202:0511,0.0,0.0,5.86,3.38,0.0
20171202:0611,0.0,0.0,6.03,4.0,0.0
20171202:0711,0.0,0.0,6.1,4.83,0.0
20171202:0811,80.6,3.95,5.94,5.72,0.0
20171202:0911,63.96,9.12,6.13,6.76,0.0
20171202:1011,74.42,12.52,5.21,9.03,0.0
20171202:1111,37.02,13.86,5.07,9.66,0.0
20171202:1211,34.31,13.03,5.08,9.66,0.0
20171202:1311,26.19,10.1,5.22,9.93,0.0
20171202:1411,9.03,5.31,5.31,10.07,0.0
20171202:1511,0.0,0.0,5.42,10.34,0.0
20171202:1611,0.0,0.0,5.23,10.83,0.0
20171202:1711,0.0,0.0,5.07,11.45,0.0
20171202:1811,0.0,0.0,4.89,12.0,0.0
20171202:1911,0.0,0.0,4.86,12.07,0.0
20171202:2011,0.0,0.0,4.89,11.86,0.0
20171202:2111,0.0,0.0,4.96,11.93,0.0
20171202:2211,0.0,0.0,6.5,10.9,0.0
20171202:2311,0.0,0.0,7.25,9.03,0.0
20171203:0011,0.0,0.0,8.11,7.86,0.0
20171203:0111,0.0,0.0,8.74,7.66,0.0
20171203:0211,0.0,0.0,8.96,8.34,0.0
20171203:0311,0.0,0.0,9.12,8.83,0.0
20171203:0411,0.0,0.0,9.08,8.48,0.0
20171203:0511,0.0,0.0,9.13,8.48,0.0
20171203:0611,0.0,0.0,9.13,8.76,0.0
20171203:0711,0.0,0.0,9.15,8.28,0.0
20171203:0811,9.93,3.78,9.1,7.72,0.0
20171203:0911,21.67,8.95,8.89,7.72,0.0
20171203:1011,611.34,12.36,8.97,6.97,0.0
20171203:1111,467.83,13.72,8.8,8.21,0.0
20171203:1211,293.03,12.9,8.66,8.62,0.0
20171203:1311,226.96,9.98,8.53,8.41,0.0
20171203:1411,130.52,5.22,8.49,8.28,0.0
20171203:1511,0.0,0.0,8.55,9.17,0.0
20171203:1611,0.0,0.0,8.6,9.38,0.0
20171203:1711,0.0,0.0,8.64,9.66,0.0
20171203:1811,0.0,0.0,8.57,10.0,0.0
20171203:1911,0.0,0.0,8.44,9.86,0.0
20171203:2011,0.0,0.0,8.36,9.93,0.0
20171203:2111,0.0,0.0,8.27,10.07,0.0
20171203:2211,0.0,0.0,8.43,11.03,0.0
20171203:2311,0.0,0.0,8.34,11.03,0.0
20171204:0011,0.0,0.0,8.1,11.45,0.0
20171204:0111,0.0,0.0,8.02,11.1,0.0
20171204:0211,0.0,0.0,8.28,11.24,0.0
20171204:0311,0.0,0.0,8.15,12.07,0.0
20171204:0411,0.0,0.0,7.95,12.14,0.0
20171204:0511,0.0,0.0,8.06,12.28,0.0
20171204:0611,0.0,0.0,8.09,12.41,0.0
20171204:0711,0.0,0.0,8.13,12.34,0.0
20171204:0811,4.52,3.61,8.15,12.34,0.0
20171204:0911,114.19,8.79,8.19,12.07,0.0
20171204:1011,537.01,12.21,8.06,10.76,0.0
20171204:1111,334.04,13.58,8.12,10.83,0.0
20171204:1211,367.34,12.77,8.29,10.76,0.0
20171204:1311,89.56,9.88,8.45,9.86,0.0
20171204:1411,4.52,5.13,8.55,9.1,0.0
20171204:1511,0.0,0.0,8.71,9.79,0.0
20171204:1611,0.0,0.0,8.85,9.52,0.0
20171204:1711,0.0,0.0,8.9,8.48,0.0
20171204:1811,0.0,0.0,8.85,7.38,0.0
20171204:1911,0.0,0.0,8.89,7.1,0.0
20171204:2011,0.0,0.0,9.05,8.07,0.0
20171204:2111,0.0,0.0,9.3,10.14,0.0
20171204:2211,0.0,0.0,9.24,11.38,0.0
20171204:2311,0.0,0.0,9.19,10.48,0.0
20171205:0011,0.0,0.0,9.16,10.14,0.0
20171205:0111,0.0,0.0,9.21,10.28,0.0
20171205:0211,0.0,0.0,9.2,10.28,0.0
20171205:0311,0.0,0.0,9.15,10.28,0.0
20171205:0411,0.0,0.0,9.16,10.14,0.0
20171205:0511,0.0,0.0,9.16,9.93,0.0
20171205:0611,0.0,0.0,9.17,9.38,0.0
20171205:0711,0.0,0.0,9.22,9.38,0.0
20171205:0811,120.53,3.45,9.24,9.72,0.0
20171205:0911,45.83,8.64,9.24,9.72,0.0
20171205:1011,60.28,12.06,9.16,10.34,0.0
20171205:1111,33.41,13.44,9.09,10.69,0.0
20171205:1211,17.16,12.66,9.03,10.9,0.0
20171205:1311,19.87,9.77,9.03,10.21,0.0
20171205:1411,8.13,5.04,9.05,10.21,0.0
20171205:1511,0.0,0.0,9.15,10.69,0.0
20171205:1611,0.0,0.0,9.16,11.03,0.0
20171205:1711,0.0,0.0,9.13,11.1,0.0
20171205:1811,0.0,0.0,9.01,11.31,0.0
20171205:1911,0.0,0.0,8.88,11.45,0.0
20171205:2011,0.0,0.0,8.78,11.52,0.0
20171205:2111,0.0,0.0,8.67,11.38,0.0
20171205:2211,0.0,0.0,8.94,12.0,0.0
20171205:2311,0.0,0.0,8.92,11.66,0.0
20171206:0011,0.0,0.0,8.89,11.31,0.0
20171206:0111,0.0,0.0,8.88,11.31,0.0
20171206:0211,0.0,0.0,8.83,12.28,0.0
20171206:0311,0.0,0.0,8.73,12.83,0.0
20171206:0411,0.0,0.0,8.68,12.41,0.0
20171206:0511,0.0,0.0,8.75,13.17,0.0
20171206:0611,0.0,0.0,8.88,12.97,0.0
20171206:0711,0.0,0.0,8.95,12.97,0.0
20171206:0811,6.32,3.3,9.0,13.17,0.0
20171206:0911,13.55,8.49,9.0,12.83,0.0
20171206:1011,13.55,11.92,9.32,13.52,0.0
20171206:1111,28.9,13.31,9.33,12.55,0.0
20171206:1211,14.45,12.54,9.32,12.69,0.0
20171206:1311,18.96,9.68,9.34,12.69,0.0
20171206:1411,12.64,4.97,9.37,12.48,0.0
20171206:1511,0.0,0.0,9.39,12.21,0.0
20171206:1611,0.0,0.0,9.4,12.41,0.0
20171206:1711,0.0,0.0,9.36,12.76,0.0
20171206:1811,0.0,0.0,9.3,12.62,0.0
20171206:1911,0.0,0.0,9.25,12.62,0.0
20171206:2011,0.0,0.0,9.16,12.48,0.0
20171206:2111,0.0,0.0,9.0,12.69,0.0
20171206:2211,0.0,0.0,8.89,13.52,0.0
20171206:2311,0.0,0.0,8.6,13.52,0.0
20171207:0011,0.0,0.0,8.33,13.72,0.0
20171207:0111,0.0,0.0,8.13,13.72,0.0
20171207:0211,0.0,0.0,7.84,14.07,0.0
20171207:0311,0.0,0.0,7.5,14.28,0.0
20171207:0411,0.0,0.0,7.11,14.62,0.0
20171207:0511,0.0,0.0,6.82,14.76,0.0
20171207:0611,0.0,0.0,6.6,14.97,0.0
20171207:0711,0.0,0.0,6.49,15.17,0.0
20171207:0811,144.9,3.15,6.56,16.14,0.0
20171207:0911,13.55,8.35,6.5,15.86,0.0
20171207:1011,35.22,11.79,6.34,15.45,0.0
20171207:1111,22.58,13.2,6.35,15.79,0.0
20171207:1211,18.06,12.44,6.51,16.55,0.0
20171207:1311,18.06,9.6,6.72,16.48,0.0
20171207:1411,9.93,4.9,6.73,16.21,0.0
20171207:1511,0.0,0.0,7.2,16.07,0.0
20171207:1611,0.0,0.0,7.77,15.86,0.0
20171207:1711,0.0,0.0,8.35,16.0,0.0
20171207:1811,0.0,0.0,8.86,13.38,0.0
20171207:1911,0.0,0.0,8.91,11.38,0.0
20171207:2011,0.0,0.0,8.77,11.52,0.0
20171207:2111,0.0,0.0,8.63,11.86,0.0
20171207:2211,0.0,0.0,8.47,11.52,0.0
20171207:2311,0.0,0.0,8.09,11.79,0.0
20171208:0011,0.0,0.0,7.38,12.34,0.0
20171208:0111,0.0,0.0,6.04,12.55,0.0
20171208:0211,0.0,0.0,5.68,12.34,0.0
20171208:0311,0.0,0.0,5.37,12.28,0.0
20171208:0411,0.0,0.0,4.96,11.45,0.0
20171208:0511,0.0,0.0,5.28,10.9,0.0
20171208:0611,0.0,0.0,5.49,10.34,0.0
20171208:0711,0.0,0.0,4.97,10.07,0.0
20171208:0811,6.32,3.01,4.58,9.59,0.0
20171208:0911,21.67,8.21,4.83,9.17,0.0
20171208:1011,17.16,11.66,5.66,8.21,0.0
20171208:1111,60.5,13.08,6.13,9.17,0.0
20171208:1211,48.76,12.34,6.1,9.52,0.0
20171208:1311,131.76,9.52,5.99,10.62,0.0
20171208:1411,93.41,4.83,5.86,11.38,0.0
20171208:1511,0.0,0.0,5.84,11.17,0.0
20171208:1611,0.0,0.0,5.44,11.45,0.0
20171208:1711,0.0,0.0,4.79,10.41,0.0
20171208:1811,0.0,0.0,4.3,8.14,0.0
20171208:1911,0.0,0.0,4.67,7.38,0.0
20171208:2011,0.0,0.0,6.11,8.21,0.0
20171208:2111,0.0,0.0,6.5,9.72,0.0
20171208:2211,0.0,0.0,6.31,12.0,0.0
20171208:2311,0.0,0.0,5.77,13.24,0.0
20171209:0011,0.0,0.0,5.34,12.41,0.0
20171209:0111,0.0,0.0,5.18,11.45,0.0
20171209:0211,0.0,0.0,5.37,10.34,0.0
20171209:0311,0.0,0.0,5.63,11.1,0.0
20171209:0411,0.0,0.0,5.71,12.41,0.0
20171209:0511,0.0,0.0,5.52,11.72,0.0
20171209:0611,0.0,0.0,5.78,11.72,0.0
20171209:0711,0.0,0.0,6.28,12.48,0.0
20171209:0811,1.81,2.88,6.45,13.03,0.0
20171209:0911,394.0,8.09,6.44,12.76,0.0
20171209:1011,230.51,11.55,6.57,12.07,0.0
20171209:1111,462.04,12.98,6.53,12.41,0.0
20171209:1211,41.54,12.26,6.44,12.55,0.0
20171209:1311,9.93,9.44,5.85,12.07,0.0
20171209:1411,219.16,4.78,4.98,10.76,0.0
20171209:1511,0.0,0.0,4.51,10.55,0.0
20171209:1611,0.0,0.0,4.1,11.03,0.0
20171209:1711,0.0,0.0,3.56,11.31,0.0
20171209:1811,0.0,0.0,3.3,11.17,0.0
20171209:1911,0.0,0.0,3.37,10.83,0.0
20171209:2011,0.0,0.0,3.26,10.69,0.0
20171209:2111,0.0,0.0,3.15,10.41,0.0
20171209:2211,0.0,0.0,4.13,10.9,0.0
20171209:2311,0.0,0.0,3.94,11.45,0.0
20171210:0011,0.0,0.0,3.79,11.31,0.0
20171210:0111,0.0,0.0,3.83,11.93,0.0
20171210:0211,0.0,0.0,3.76,11.86,0.0
20171210:0311,0.0,0.0,3.76,11.79,0.0
20171210:0411,0.0,0.0,3.71,11.38,0.0
20171210:0511,0.0,0.0,3.48,11.38,0.0
20171210:0611,0.0,0.0,3.21,11.45,0.0
20171210:0711,0.0,0.0,2.96,11.72,0.0
20171210:0811,4.52,2.75,2.79,11.86,0.0
20171210:0911,174.75,7.96,2.58,11.72,0.0
20171210:1011,85.43,11.43,2.77,10.62,0.0
20171210:1111,167.8,12.88,2.8,10.07,0.0
20171210:1211,66.78,12.17,3.06,8.83,0.0
20171210:1311,49.45,9.38,3.32,9.24,0.0
20171210:1411,8.13,4.73,3.14,9.79,0.0
20171210:1511,0.0,0.0,2.62,10.55,0.0
20171210:1611,0.0,0.0,2.48,10.97,0.0
20171210:1711,0.0,0.0,2.43,10.9,0.0
20171210:1811,0.0,0.0,2.31,10.97,0.0
20171210:1911,0.0,0.0,2.12,10.62,0.0
20171210:2011,0.0,0.0,1.84,10.55,0.0
20171210:2111,0.0,0.0,1.69,10.28,0.0
20171210:2211,0.0,0.0,1.9,8.83,0.0
20171210:2311,0.0,0.0,1.77,9.1,0.0
20171211:0011,0.0,0.0,1.73,9.17,0.0
20171211:0111,0.0,0.0,1.92,8.83,0.0
20171211:0211,0.0,0.0,2.34,7.86,0.0
20171211:0311,0.0,0.0,2.7,7.59,0.0
20171211:0411,0.0,0.0,2.91,6.9,0.0
20171211:0511,0.0,0.0,2.91,4.41,0.0
20171211:0611,0.0,0.0,2.85,7.03,0.0
20171211:0711,0.0,0.0,2.77,6.48,0.0
20171211:0811,22.31,2.62,2.69,7.79,0.0
20171211:0911,29.8,7.85,2.65,7.52,0.0
20171211:1011,38.83,11.33,2.32,7.24,0.0
20171211:1111,37.93,12.79,2.33,7.93,0.0
20171211:1211,29.8,12.1,2.52,8.41,0.0
20171211:1311,20.77,9.32,2.72,9.31,0.0
20171211:1411,7.22,4.69,2.82,10.07,0.0
20171211:1511,0.0,0.0,3.01,10.28,0.0
20171211:1611,0.0,0.0,2.77,11.24,0.0
20171211:1711,0.0,0.0,2.61,11.66,0.0
20171211:1811,0.0,0.0,2.58,11.66,0.0
20171211:1911,0.0,0.0,2.55,37.79,0.0
20171211:2011,0.0,0.0,2.64,37.79,0.0
20171211:2111,0.0,0.0,2.66,37.79,0.0
20171211:2211,0.0,0.0,3.06,37.79,0.0
20171211:2311,0.0,0.0,3.12,37.79,0.0
20171212:0011,0.0,0.0,3.1,37.79,0.0
20171212:0111,0.0,0.0,3.21,37.79,0.0
20171212:0211,0.0,0.0,3.43,37.79,0.0
20171212:0311,0.0,0.0,3.64,37.79,0.0
20171212:0411,0.0,0.0,3.91,37.79,0.0
20171212:0511,0.0,0.0,4.1,37.79,0.0
20171212:0611,0.0,0.0,4.27,37.79,0.0
20171212:0711,0.0,0.0,4.42,37.79,0.0
20171212:0811,3.61,2.51,4.55,37.79,0.0
20171212:0911,80.51,7.74,4.64,37.79,0.0
20171212:1011,245.48,11.23,4.87,37.79,0.0
20171212:1111,283.11,12.71,5.11,37.79,0.0
20171212:1211,99.1,12.03,5.32,37.79,0.0
20171212:1311,149.49,9.28,5.55,37.79,0.0
20171212:1411,159.44,4.66,5.83,37.79,0.0
20171212:1511,0.0,0.0,6.37,37.79,0.0
20171212:1611,0.0,0.0,6.7,37.79,0.0
20171212:1711,0.0,0.0,6.77,37.79,0.0
20171212:1811,0.0,0.0,6.89,37.79,0.0
20171212:1911,0.0,0.0,6.95,37.79,0.0
20171212:2011,0.0,0.0,6.59,37.79,0.0
20171212:2111,0.0,0.0,6.04,37.79,0.0
20171212:2211,0.0,0.0,5.59,37.79,0.0
20171212:2311,0.0,0.0,5.03,37.79,0.0
20171213:0011,0.0,0.0,4.52,37.79,0.0
20171213:0111,0.0,0.0,4.23,37.79,0.0
20171213:0211,0.0,0.0,3.99,37.79,0.0
20171213:0311,0.0,0.0,3.8,37.79,0.0
20171213:0411,0.0,0.0,3.87,37.79,0.0
20171213:0511,0.0,0.0,3.97,37.79,0.0
20171213:0611,0.0,0.0,3.94,37.79,0.0
20171213:0711,0.0,0.0,3.9,37.79,0.0
20171213:0811,4.52,2.4,3.94,37.79,0.0
20171213:0911,11.74,7.64,4.13,37.79,0.0
20171213:1011,23.48,11.14,4.17,37.79,0.0
20171213:1111,22.58,12.63,4.12,37.79,0.0
20171213:1211,62.29,11.98,3.88,37.79,0.0
20171213:1311,28.9,9.23,3.8,37.79,0.0
20171213:1411,10.84,4.63,3.93,37.79,0.0
20171213:1511,0.0,0.0,3.8,37.79,0.0
20171213:1611,0.0,0.0,4.12,37.79,0.0
20171213:1711,0.0,0.0,5.71,37.79,0.0
20171213:1811,0.0,0.0,6.29,37.79,0.0
20171213:1911,0.0,0.0,5.87,37.79,0.0
20171213:2011,0.0,0.0,5.43,37.79,0.0
20171213:2111,0.0,0.0,4.99,37.79,0.0
20171213:2211,0.0,0.0,4.94,37.79,0.0
20171213:2311,0.0,0.0,4.47,37.79,0.0
20171214:0011,0.0,0.0,4.18,37.79,0.0
20171214:0111,0.0,0.0,5.14,37.79,0.0
20171214:0211,0.0,0.0,6.19,37.79,0.0
20171214:0311,0.0,0.0,6.57,37.79,0.0
20171214:0411,0.0,0.0,6.46,37.79,0.0
20171214:0511,0.0,0.0,6.48,37.79,0.0
20171214:0611,0.0,0.0,6.39,37.79,0.0
20171214:0711,0.0,0.0,5.92,37.79,0.0
20171214:0811,1.81,2.29,5.3,37.79,0.0
20171214:0911,9.93,7.55,4.8,37.79,0.0
20171214:1011,19.87,11.06,4.86,37.79,0.0
20171214:1111,27.09,12.56,4.97,37.79,0.0
20171214:1211,22.58,11.93,4.91,37.79,0.0
20171214:1311,29.8,9.2,4.83,37.79,0.0
20171214:1411,3.61,4.61,4.65,37.79,0.0
20171214:1511,0.0,0.0,4.77,37.79,0.0
20171214:1611,0.0,0.0,5.3,37.79,0.0
20171214:1711,0.0,0.0,5.64,37.79,0.0
20171214:1811,0.0,0.0,5.69,37.79,0.0
20171214:1911,0.0,0.0,5.37,37.79,0.0
20171214:2011,0.0,0.0,5.1,37.79,0.0
20171214:2111,0.0,0.0,4.92,37.79,0.0
20171214:2211,0.0,0.0,4.92,37.79,0.0
20171214:2311,0.0,0.0,4.92,37.79,0.0
20171215:0011,0.0,0.0,5.11,37.79,0.0
20171215:0111,0.0,0.0,5.15,37.79,0.0
20171215:0211,0.0,0.0,4.95,37.79,0.0
20171215:0311,0.0,0.0,4.86,37.79,0.0
20171215:0411,0.0,0.0,4.71,37.79,0.0
20171215:0511,0.0,0.0,4.58,37.79,0.0
20171215:0611,0.0,0.0,4.52,37.79,0.0
20171215:0711,0.0,0.0,4.55,37.79,0.0
20171215:0811,0.0,0.0,4.61,37.79,0.0
20171215:0911,56.69,7.46,4.67,37.79,0.0
20171215:1011,47.86,10.99,5.19,37.79,0.0
20171215:1111,32.51,12.5,5.3,37.79,0.0
20171215:1211,92.88,11.88,5.41,37.79,0.0
20171215:1311,275.71,9.17,5.5,37.79,0.0
20171215:1411,14.45,4.6,5.71,37.79,0.0
20171215:1511,0.0,0.0,5.84,37.79,0.0
20171215:1611,0.0,0.0,5.96,37.79,0.0
20171215:1711,0.0,0.0,6.18,37.79,0.0
20171215:1811,0.0,0.0,6.29,37.79,0.0
20171215:1911,0.0,0.0,6.3,37.79,0.0
20171215:2011,0.0,0.0,6.16,37.79,0.0
20171215:2111,0.0,0.0,6.05,37.79,0.0
20171215:2211,0.0,0.0,5.72,37.79,0.0
20171215:2311,0.0,0.0,6.14,37.79,0.0
20171216:0011,0.0,0.0,6.62,37.79,0.0
20171216:0111,0.0,0.0,6.65,37.79,0.0
20171216:0211,0.0,0.0,6.54,37.79,0.0
20171216:0311,0.0,0.0,6.19,37.79,0.0
20171216:0411,0.0,0.0,6.03,37.79,0.0
20171216:0511,0.0,0.0,5.71,37.79,0.0
20171216:0611,0.0,0.0,5.56,37.79,0.0
20171216:0711,0.0,0.0,5.45,37.79,0.0
20171216:0811,0.0,0.0,5.34,37.79,0.0
20171216:0911,9.93,7.38,5.32,37.79,0.0
20171216:1011,46.05,10.92,5.0,37.79,0.0
20171216:1111,592.02,12.45,5.26,37.79,0.0
20171216:1211,201.92,11.85,5.5,37.79,0.0
20171216:1311,9.93,9.15,5.35,37.79,0.0
20171216:1411,3.61,4.6,5.03,37.79,0.0
20171216:1511,0.0,0.0,4.8,37.79,0.0
20171216:1611,0.0,0.0,4.63,37.79,0.0
20171216:1711,0.0,0.0,4.7,37.79,0.0
20171216:1811,0.0,0.0,4.67,37.79,0.0
20171216:1911,0.0,0.0,4.8,37.79,0.0
20171216:2011,0.0,0.0,4.95,37.79,0.0
20171216:2111,0.0,0.0,5.2,37.79,0.0
20171216:2211,0.0,0.0,5.24,37.79,0.0
20171216:2311,0.0,0.0,5.35,37.79,0.0
20171217:0011,0.0,0.0,5.46,37.79,0.0
20171217:0111,0.0,0.0,5.43,37.79,0.0
20171217:0211,0.0,0.0,5.32,37.79,0.0
20171217:0311,0.0,0.0,5.33,37.79,0.0
20171217:0411,0.0,0.0,5.42,37.79,0.0
20171217:0511,0.0,0.0,5.5,37.79,0.0
20171217:0611,0.0,0.0,5.49,37.79,0.0
20171217:0711,0.0,0.0,5.42,37.79,0.0
20171217:0811,0.0,0.0,5.34,37.79,0.0
20171217:0911,100.23,7.3,5.27,37.79,0.0
20171217:1011,412.65,10.86,4.28,37.79,0.0
20171217:1111,280.61,12.41,4.34,37.79,0.0
20171217:1211,583.95,11.82,4.57,37.79,0.0
20171217:1311,455.38,9.14,5.01,37.79,0.0
