time/total_timesteps,time/episodes,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/critic_loss,train/learning_rate,train/actor_loss,train/n_updates
498960,1485,336.0,44759,6686.305530779999,11,1842.342215583438,0.001,-404.2177614484514,498624
499296,1486,336.0,44789,6701.117306919999,11,1921.050674801781,0.001,-404.63142867315383,498960
499632,1487,336.0,44820,6681.576587700001,11,2007.2329128810338,0.001,-404.80777667817614,499296
499968,1488,336.0,44851,6705.36420368,11,1928.6358193897065,0.001,-405.08706174577986,499632
500304,1489,336.0,44882,6644.80545206,11,2016.6890266055152,0.001,-405.5112193879627,499968
500640,1490,336.0,44912,6620.26536784,11,1854.0679650079637,0.001,-405.89100574311755,500304
500976,1491,336.0,44943,6608.62481193,11,1995.860902150472,0.001,-406.0712797982352,500640
501312,1492,336.0,44973,6673.77113725,11,1792.633051554362,0.001,-406.5881443931943,500976
501648,1493,336.0,45003,6662.45120453,11,1793.2945656549364,0.001,-406.86515444800966,501312
501984,1494,336.0,45034,6638.713011749999,11,1897.1632401602608,0.001,-407.33105959211076,501648
502320,1495,336.0,45065,6641.628874659999,11,1896.9980841137115,0.001,-407.63727805728,501984
502656,1496,336.0,45095,6625.6298123999995,11,1962.3723894755046,0.001,-407.84020233154297,502320
502992,1497,336.0,45126,6576.6099928,11,1973.3099606831868,0.001,-408.3237133934384,502656
503328,1498,336.0,45156,6567.72323842,11,1894.9393070765905,0.001,-408.77449398949034,502992
503664,1499,336.0,45187,6652.040418680001,11,1885.7755995250884,0.001,-408.8282786778041,503328
504000,1500,336.0,45218,6626.07149103,11,1869.46858778454,0.001,-409.2681363423665,503664
504336,1501,336.0,45248,6621.078781970002,11,1845.8286666870117,0.001,-409.37909553164525,504000
504672,1502,336.0,45278,6596.3015159000015,11,1923.9188087100074,0.001,-410.00693657284694,504336
505008,1503,336.0,45309,6588.19786901,11,2046.0185703095935,0.001,-410.1857205345517,504672
505344,1504,336.0,45339,6570.775643600001,11,1739.9986999148414,0.001,-410.5960315522693,505008
505680,1505,336.0,45370,6563.54923081,11,1919.5403911045619,0.001,-410.8368314107259,505344
506016,1506,336.0,45400,6592.78816443,11,1954.4225471133277,0.001,-411.0769553411575,505680
506352,1507,336.0,45431,6597.0827092499985,11,1999.6737594604492,0.001,-411.4558219909668,506016
506688,1508,336.0,45461,6594.87699146,11,1923.7405337379091,0.001,-411.81928180512926,506352
507024,1509,336.0,45491,6682.6042032999985,11,1826.6589749654133,0.001,-412.3443894159226,506688
507360,1510,336.0,45522,6678.784321959999,11,2151.129949297224,0.001,-412.4149413335891,507024
507696,1511,336.0,45553,6660.02868523,11,2004.0402307056245,0.001,-412.84136036464145,507360
508032,1512,336.0,45583,6781.885873059999,11,1865.7847322736468,0.001,-413.04214386712937,507696
508368,1513,336.0,45614,6729.8442325199985,11,1728.2961434863862,0.001,-413.4981582278297,508032
508704,1514,336.0,45645,6705.937431639997,11,2034.2065823872883,0.001,-413.9305403573172,508368
509040,1515,336.0,45677,6680.467856139998,11,1968.3977277846564,0.001,-414.22645350864957,508704
509376,1516,336.0,45707,6680.855040449998,11,1835.4943794977098,0.001,-414.3981579371861,509040
509712,1517,336.0,45738,6603.962791569999,11,2034.9406494867235,0.001,-414.7677588689895,509376
510048,1518,336.0,45768,6531.6308262699995,11,2079.1970173063733,0.001,-415.1149846031552,509712
510384,1519,336.0,45800,6479.32703361,11,2025.7888846624464,0.001,-415.40590722220287,510048
510720,1520,336.0,45830,6454.13987482,11,1882.1278459458124,0.001,-415.7351866222563,510384
511056,1521,336.0,45860,6436.480643079999,11,1809.876755305699,0.001,-415.9761143638974,510720
511392,1522,336.0,45891,6389.087319209998,11,1972.0161396208264,0.001,-416.5003353300549,511056
511728,1523,336.0,45922,6398.6837448199985,11,1965.2137629191081,0.001,-416.90873990740096,511392
512064,1524,336.0,45952,6418.976681839999,11,1972.0624309721447,0.001,-417.162715730213,511728
512400,1525,336.0,45983,6403.490752690001,11,1907.0209168933686,0.001,-417.41526576450894,512064
512736,1526,336.0,46013,6445.31679973,11,1894.5712732587542,0.001,-417.78075009300596,512400
513072,1527,336.0,46044,6430.27864899,11,1636.115672701881,0.001,-418.1469159807478,512736
513408,1528,336.0,46075,6339.637383229999,11,1888.35616284325,0.001,-418.47201647077287,513072
513744,1529,336.0,46105,6335.6136089599995,11,1767.204474676223,0.001,-418.7917237054734,513408
514080,1530,336.0,46136,6327.145982149999,11,1963.1759002322242,0.001,-419.17857015700565,513744
514416,1531,336.0,46166,6279.464498869999,11,1969.3988037109375,0.001,-419.2094203404018,514080
514752,1532,336.0,46196,6273.737754479998,11,1886.4406187874931,0.001,-419.8055398123605,514416
515088,1533,336.0,46226,6266.516537799998,11,1827.9546928405762,0.001,-420.01366133916946,514752
515424,1534,336.0,46257,6305.417837169999,11,2083.7864843096054,0.001,-420.32072303408665,515088
515760,1535,336.0,46287,6316.4855462,11,1877.0755023048036,0.001,-420.7911440531413,515424
516096,1536,336.0,46317,6268.1146124,11,1971.5990622384209,0.001,-421.0208362397693,515760
516432,1537,336.0,46348,6244.132100379999,11,2067.9011604672387,0.001,-421.51044627598355,516096
516768,1538,336.0,46379,6276.775032299998,11,2033.5643330528624,0.001,-421.7614499046689,516432
517104,1539,336.0,46409,6298.850753409999,11,1876.7297975449335,0.001,-421.96888151622954,516768
517440,1540,336.0,46439,6316.039378849999,11,2269.1386760530017,0.001,-422.27489852905273,517104
517776,1541,336.0,46469,6337.642933709999,11,2157.3395187741235,0.001,-422.6152997698103,517440
518112,1542,336.0,46500,6290.039905470001,11,2152.3465910412015,0.001,-423.0933436439151,517776
518448,1543,336.0,46531,6302.780750689999,11,1991.7756665547688,0.001,-423.332999819801,518112
518784,1544,336.0,46561,6270.5022319400005,11,2254.427480788458,0.001,-423.6424932933989,518448
519120,1545,336.0,46591,6283.9923432000005,11,1831.7789172217958,0.001,-424.12804231189546,518784
519456,1546,336.0,46622,6205.031056,11,1873.4183914547875,0.001,-424.3925621396019,519120
519792,1547,336.0,46652,6215.492236240001,11,2166.4341510591053,0.001,-424.69798060825894,519456
520128,1548,336.0,46682,6110.780281120002,11,1919.373085203625,0.001,-424.92863991147,519792
520464,1549,336.0,46713,6149.052903219999,11,2046.8406408400763,0.001,-425.36874662126814,520128
520800,1550,336.0,46744,6093.365220279999,11,2144.206639244443,0.001,-425.5714427403041,520464
521136,1551,336.0,46774,6146.995377710002,11,1839.0098642621722,0.001,-425.9675905136835,520800
521472,1552,336.0,46804,6195.73013307,11,1901.3034962245397,0.001,-426.23355683826264,521136
521808,1553,336.0,46834,6247.71510552,11,1748.1048242478143,0.001,-426.67807860601516,521472
522144,1554,336.0,46865,6322.736391090001,11,1799.5256565638952,0.001,-426.9649921598889,521808
522480,1555,336.0,46895,6399.02565365,11,1916.0133786882673,0.001,-427.3165453956241,522144
522816,1556,336.0,46925,6361.84828708,11,1941.021840050107,0.001,-427.60945220220657,522480
523152,1557,336.0,46955,6320.412222770001,11,2017.3946387881324,0.001,-427.92223412649975,522816
523488,1558,336.0,46986,6361.410535600002,11,1904.1572321937197,0.001,-428.33692932128906,523152
