rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/loss,train/learning_rate,train/approx_kl,train/clip_range,train/entropy_loss,train/std
40459.36548626001,336.0,571392,279,18,30614,3949853.425,0.049560546875,-0.0041681486400193535,2780,-1.1920928955078125e-07,1868724.5,0.0003,0.0055518597,0.2,-1.9062785074114799,0.47086820006370544
40176.26344292,336.0,573440,280,18,30724,3687261.996875,0.0458984375,-0.004566487111151219,2790,1.1920928955078125e-07,1690374.25,0.0003,0.0051026857,0.2,-1.904944571107626,0.4696773588657379
40072.25796227,336.0,575488,281,18,30835,3321474.273828125,0.06337890625,-0.0037309285733499566,2800,0.0,1798817.375,0.0003,0.005721043,0.2,-1.903073612600565,0.47020387649536133
40053.81262575,336.0,577536,282,18,30947,2607745.74375,0.071728515625,-0.006495751453621778,2810,0.0,1303086.625,0.0003,0.0076409513,0.2,-1.8906027887016534,0.4659954607486725
39692.716685759995,336.0,579584,283,18,31056,3700437.8,0.035693359375,-0.003974264387943549,2820,0.0,1718044.25,0.0003,0.0040195994,0.2,-1.8787311982363462,0.46685656905174255
40421.14970429,336.0,581632,284,18,31167,3311184.49453125,0.06845703125,-0.006039589207648533,2830,1.1920928955078125e-07,1694938.125,0.0003,0.007363087,0.2,-1.882822498306632,0.4678908884525299
40135.563446,336.0,583680,285,18,31279,4105955.80390625,0.0328125,-0.0018682650901610033,2840,0.0,2270316.5,0.0003,0.005149143,0.2,-1.8807071637362243,0.4667949676513672
40551.672746749995,336.0,585728,286,18,31391,3531200.40078125,0.074755859375,-0.005653500062180683,2850,0.0,1793248.5,0.0003,0.0067690993,0.2,-1.8689645811915399,0.4640747606754303
40876.644774429995,336.0,587776,287,18,31502,4372510.88203125,0.08291015625,-0.005807754462148295,2860,0.0,2072100.375,0.0003,0.0066211615,0.2,-1.8672106094658374,0.46531614661216736
40997.46541049999,336.0,589824,288,18,31628,3615039.415625,0.042724609375,-0.0033583386677491943,2870,1.1920928955078125e-07,1458978.5,0.0003,0.006637595,0.2,-1.869947972148657,0.4641425311565399
41351.57586779,336.0,591872,289,18,31756,3198627.53203125,0.076318359375,-0.006790122851816705,2880,0.0,1548082.875,0.0003,0.0068059224,0.2,-1.8598001893609761,0.46273645758628845
41487.19831475,336.0,593920,290,18,31868,3432955.3734375,0.032421875,-0.0024281212550704367,2890,-1.1920928955078125e-07,1659678.375,0.0003,0.0035954008,0.2,-1.853241704031825,0.4625757038593292
41241.95083016,336.0,595968,291,18,31978,3818446.70859375,0.069189453125,-0.004476664174580947,2900,0.0,2081371.5,0.0003,0.0076310458,0.2,-1.8513017881661653,0.46154680848121643
40834.093243229996,336.0,598016,292,18,32090,3340991.3125,0.059033203125,-0.004457123872998636,2910,5.960464477539063e-08,1916841.0,0.0003,0.0070478166,0.2,-1.8520827163010836,0.4629014730453491
40669.41478651001,336.0,600064,293,18,32201,3159013.16015625,0.118017578125,-0.008263432822423056,2920,-1.1920928955078125e-07,1761938.25,0.0003,0.009645641,0.2,-1.8631293695420026,0.46437427401542664
40714.464233830004,336.0,602112,294,18,32312,3204340.4703125,0.0509765625,-0.003951805454562418,2930,-1.1920928955078125e-07,1400121.75,0.0003,0.005733134,0.2,-1.8635004315525294,0.4632318317890167
40849.136654329996,336.0,604160,295,18,32427,3715352.3546875,0.110302734375,-0.009009309673274402,2940,0.0,1873835.25,0.0003,0.0091698505,0.2,-1.8555827975273131,0.4627971649169922
41230.09137232,336.0,606208,296,18,32539,3908426.340625,0.063330078125,-0.004803555937542114,2950,5.960464477539063e-08,1654346.0,0.0003,0.005430459,0.2,-1.8441957119852304,0.45920276641845703
40987.349111519994,336.0,608256,297,18,32650,3821216.896875,0.048583984375,-0.004337198549183086,2960,0.0,1638398.375,0.0003,0.0059803445,0.2,-1.8337880305945873,0.4589085876941681
41276.30429599,336.0,610304,298,18,32758,3007642.49375,0.05107421875,-0.004453112675400916,2970,-1.1920928955078125e-07,1234576.375,0.0003,0.0052935435,0.2,-1.8360310222953558,0.4589032232761383
41550.66420900999,336.0,612352,299,18,32869,3138910.71953125,0.049560546875,-0.005578809534927132,2980,0.0,1775031.0,0.0003,0.006006416,0.2,-1.8368129871785641,0.4580170810222626
41247.46342853,336.0,614400,300,18,32980,3886635.109375,0.057373046875,-0.004854935194452991,2990,1.7881393432617188e-07,2062008.5,0.0003,0.0056131748,0.2,-1.8324190460145473,0.4571961462497711
40704.18542682,336.0,616448,301,18,33091,3069372.884375,0.06611328125,-0.002495436258323025,3000,0.0,1715363.5,0.0003,0.009428613,0.2,-1.839915157482028,0.4595295190811157
40417.62430504,336.0,618496,302,18,33222,3086454.9375,0.062939453125,-0.005438900426088367,3010,0.0,1568220.75,0.0003,0.0055999737,0.2,-1.8409843612462282,0.4573926031589508
40184.49883173,336.0,620544,303,18,33347,3061307.519140625,0.056103515625,-0.004857149168674369,3020,-1.1920928955078125e-07,1676575.5,0.0003,0.0071441005,0.2,-1.8366639651358128,0.45840469002723694
40306.38350668,336.0,622592,304,18,33486,3474516.78359375,0.08046875,-0.008354928071639733,3030,0.0,1728724.25,0.0003,0.008186573,0.2,-1.8496899276971817,0.4607071578502655
40120.147521720006,336.0,624640,305,18,33618,3929172.75,0.077685546875,-0.0063285528056439945,3040,0.0,2087144.125,0.0003,0.006821199,0.2,-1.8543370917439461,0.45959678292274475
40006.67353624,336.0,626688,306,18,33757,2978101.9125,0.0822265625,-0.005790944186446723,3050,-1.1920928955078125e-07,1648359.0,0.0003,0.009023471,0.2,-1.850929294899106,0.4597402811050415
39833.808411629994,336.0,628736,307,18,33883,2993069.56875,0.0498046875,-0.0025897520419675855,3060,-1.1920928955078125e-07,1416768.5,0.0003,0.0038037028,0.2,-1.842786167934537,0.457071989774704
40051.60363661,336.0,630784,308,18,33987,3348217.278125,0.052880859375,-0.003234332556166919,3070,1.1920928955078125e-07,1875663.125,0.0003,0.0047346707,0.2,-1.824812875688076,0.45387664437294006
40204.698887750004,336.0,632832,309,18,34102,3557823.65,0.0625,-0.004908869742939715,3080,1.1920928955078125e-07,1796510.75,0.0003,0.005545872,0.2,-1.8189048916101456,0.4547480642795563
39580.575410540005,336.0,634880,310,18,34223,3225789.87421875,0.05791015625,-0.0040810253740346525,3090,0.0,1401487.375,0.0003,0.005226438,0.2,-1.8224391967058182,0.454630047082901
39546.81609328,336.0,636928,311,18,34338,2883751.66875,0.0779296875,-0.00602120397525141,3100,0.0,1322193.25,0.0003,0.008367103,0.2,-1.8091365411877631,0.45135948061943054
39035.87768292,336.0,638976,312,18,34485,3196588.66796875,0.072412109375,-0.005391121693537571,3110,0.0,1905273.875,0.0003,0.006154734,0.2,-1.7823097638785839,0.44646763801574707
39214.26859657,336.0,641024,313,18,34632,2917259.6796875,0.071923828125,-0.006296392629155889,3120,1.1920928955078125e-07,1400984.25,0.0003,0.0068803234,0.2,-1.7668382931500672,0.4462789297103882
38925.948199989994,336.0,643072,314,18,34782,3986312.684375,0.0849609375,-0.006716844151378609,3130,-1.1920928955078125e-07,2040014.875,0.0003,0.010798164,0.2,-1.7674311134964227,0.44581809639930725
38848.00504542,336.0,645120,315,18,34928,2776644.999609375,0.074609375,-0.006001891601772513,3140,-1.1920928955078125e-07,1509541.25,0.0003,0.0068314443,0.2,-1.7712535299360752,0.44775453209877014
38670.540398230005,336.0,647168,316,18,35058,3677544.57578125,0.086474609375,-0.0059490595740498975,3150,0.0,1823547.5,0.0003,0.008179158,0.2,-1.77111642844975,0.44611796736717224
39472.55306107001,336.0,649216,317,18,35171,3107646.1109375,0.06064453125,-0.005140906326414551,3160,5.960464477539063e-08,1533451.5,0.0003,0.0065042414,0.2,-1.7696361735463142,0.4475093185901642
39518.40866668,336.0,651264,318,18,35280,3969058.2921875,0.05458984375,-0.004145020198484417,3170,0.0,1681816.625,0.0003,0.0065663797,0.2,-1.7721082083880901,0.44723597168922424
39667.94941358,336.0,653312,319,18,35386,2961564.59296875,0.063037109375,-0.004227240895852446,3180,-1.1920928955078125e-07,1473866.625,0.0003,0.0050378065,0.2,-1.771509411931038,0.448085218667984
39497.925276120004,336.0,655360,320,18,35497,3514351.440625,0.075390625,-0.00496246086404426,3190,-1.1920928955078125e-07,1798171.75,0.0003,0.005659663,0.2,-1.7669242486357688,0.4465455114841461
39170.119341289996,336.0,657408,321,18,35605,3529010.93828125,0.036572265625,-0.0025967264999053443,3200,5.960464477539063e-08,1633978.25,0.0003,0.004532775,0.2,-1.7623628456145526,0.44686898589134216
39567.63399809999,336.0,659456,322,18,35712,3086952.2921875,0.060107421875,-0.003950451179116498,3210,0.0,1711465.25,0.0003,0.005934389,0.2,-1.7588497158139944,0.4464249610900879
39378.524751439996,336.0,661504,323,18,35819,3037844.8515625,0.08876953125,-0.005890204265597276,3220,-1.1920928955078125e-07,1563178.375,0.0003,0.007635494,0.2,-1.7613427072763443,0.44772791862487793
39481.09440078,336.0,663552,324,18,35926,3353403.878125,0.063427734375,-0.005495982857246418,3230,0.0,1847692.625,0.0003,0.006352645,0.2,-1.7686330553144216,0.44889941811561584
39707.00088897,336.0,665600,325,18,36032,3817488.73046875,0.041015625,-0.004225701000541449,3240,5.960464477539063e-08,1961015.625,0.0003,0.0049958755,0.2,-1.7728617873042822,0.4498964846134186
40386.06753868,336.0,667648,326,18,36137,3058379.2875,0.064501953125,-0.003401040309108794,3250,0.0,1551042.5,0.0003,0.006024897,0.2,-1.7824303716421128,0.4517710208892822
40576.62769904,336.0,669696,327,18,36244,3792709.90703125,0.093408203125,-0.004860775873385137,3260,0.0,1894405.75,0.0003,0.009909153,0.2,-1.790138741955161,0.4516805410385132
41171.62447991,336.0,671744,328,18,36350,3609463.01484375,0.061962890625,-0.003976438075187616,3270,0.0,2087032.5,0.0003,0.00458461,0.2,-1.7831212367862463,0.44968509674072266
41193.03989590001,336.0,673792,329,18,36457,4023323.11640625,0.068505859375,-0.006237420465913602,3280,1.1920928955078125e-07,2329736.0,0.0003,0.00773306,0.2,-1.7730699744075538,0.44926345348358154
41300.35295575,336.0,675840,330,18,36561,3590425.321875,0.07041015625,-0.006058538416982629,3290,-1.1920928955078125e-07,1934590.5,0.0003,0.006332538,0.2,-1.7701993018388749,0.44938063621520996
41783.50439939,336.0,677888,331,18,36666,3414679.471875,0.031640625,-0.0031301492650527506,3300,0.0,1725491.25,0.0003,0.00517854,0.2,-1.763887647166848,0.44805169105529785
41113.699277249994,336.0,679936,332,18,36776,3613053.921875,0.094873046875,-0.007364340474305208,3310,0.0,1517633.5,0.0003,0.0073337564,0.2,-1.7480625178664924,0.44522014260292053
41532.64911594999,336.0,681984,333,18,36882,2867210.978125,0.083837890625,-0.00621888623572886,3320,-1.1920928955078125e-07,1321530.125,0.0003,0.008316881,0.2,-1.7363656099885703,0.44456005096435547
41660.59050951,336.0,684032,334,18,36997,4859190.24609375,0.04443359375,-0.004416220622806577,3330,0.0,2426176.5,0.0003,0.0051797004,0.2,-1.7408366110175848,0.4460119307041168
41508.69482825,336.0,686080,335,18,37136,3748395.81640625,0.078369140625,-0.004610449136816896,3340,-1.1920928955078125e-07,2042146.5,0.0003,0.008147763,0.2,-1.7456217180937528,0.44572344422340393
41373.357321990006,336.0,688128,336,18,37274,2907000.737890625,0.049609375,-0.004911824288137722,3350,0.0,1558926.0,0.0003,0.0048455168,0.2,-1.7345234151929616,0.44169187545776367
41457.25985053,336.0,690176,337,18,37400,2793306.258203125,0.071630859375,-0.005130899205687456,3360,0.0,1303663.5,0.0003,0.0063350964,0.2,-1.717725183069706,0.4400452673435211
41899.16536143,336.0,692224,338,18,37503,3577245.29609375,0.04306640625,-0.004468844067741884,3370,1.1920928955078125e-07,1852147.375,0.0003,0.004835097,0.2,-1.708134461566806,0.43895936012268066
42303.60591824999,336.0,694272,339,18,37604,4093828.29140625,0.064306640625,-0.003988039836985991,3380,0.0,2407527.5,0.0003,0.0071490603,0.2,-1.7054950259625912,0.4389762878417969
42506.68232738999,336.0,696320,340,18,37711,4295981.96484375,0.05546875,-0.0031558280024910346,3390,-1.1920928955078125e-07,2340341.75,0.0003,0.006523813,0.2,-1.712145246937871,0.44026902318000793
42154.864372539996,336.0,698368,341,18,37838,4085559.57578125,0.090869140625,-0.008265386972925625,3400,0.0,1875819.25,0.0003,0.00702808,0.2,-1.7174209695309401,0.4402903616428375
41816.91152126,336.0,700416,342,18,37969,2656199.3734375,0.0783203125,-0.005292751253000461,3410,1.1920928955078125e-07,1387430.625,0.0003,0.007969317,0.2,-1.7107462894171477,0.4378995895385742
41937.237945470006,336.0,702464,343,18,38105,2901399.03515625,0.08505859375,-0.006645900575676933,3420,0.0,1400155.625,0.0003,0.006964485,0.2,-1.6926129568368196,0.4342905580997467
42101.88852093,336.0,704512,344,18,38243,3933588.97890625,0.0802734375,-0.0070802331902086735,3430,0.0,2163470.5,0.0003,0.008029445,0.2,-1.6752735830843448,0.4327087700366974
41908.4475585,336.0,706560,345,18,38362,4236992.33515625,0.072998046875,-0.005299576545075979,3440,0.0,1883302.25,0.0003,0.0068810517,0.2,-1.6681661158800125,0.4323490560054779
42109.33948118999,336.0,708608,346,18,38466,3344005.55234375,0.080078125,-0.005258841419708915,3450,0.0,1845445.5,0.0003,0.008531202,0.2,-1.6629710085690022,0.4308907985687256
41795.34447511,336.0,710656,347,18,38576,3748319.4140625,0.0603515625,-0.0048872322098759465,3460,-1.1920928955078125e-07,1688320.625,0.0003,0.0046051363,0.2,-1.6541242651641368,0.4297831952571869
42295.852887349996,336.0,712704,348,18,38689,3201181.584375,0.064794921875,-0.006126056733774021,3470,0.0,1577568.5,0.0003,0.008493975,0.2,-1.6343263797461987,0.42603835463523865
42156.00153689,336.0,714752,349,18,38802,3336467.4671875,0.044677734375,-0.002698257793963421,3480,0.0,1779890.875,0.0003,0.0047569685,0.2,-1.6170532297343017,0.42466315627098083
41630.51064748,336.0,716800,350,18,38927,3681764.56953125,0.051513671875,-0.00439916186442133,3490,0.0,1820753.375,0.0003,0.0069942297,0.2,-1.6091120399534702,0.42361047863960266
41896.35550575,336.0,718848,351,18,39049,3351929.1859375,0.074755859375,-0.005125121975288494,3500,0.0,1405218.125,0.0003,0.0066884393,0.2,-1.6045907236635686,0.42323124408721924
42094.183162659996,336.0,720896,352,18,39159,3899408.3234375,0.077197265625,-0.004235424110811436,3510,0.0,2039987.375,0.0003,0.007125524,0.2,-1.6098058745265007,0.42512503266334534
41957.48016500001,336.0,722944,353,18,39281,2979115.49765625,0.069140625,-0.004703747792518698,3520,0.0,1376741.875,0.0003,0.007136973,0.2,-1.6189866814762355,0.4255772531032562
41543.18865344,336.0,724992,354,18,39386,3334656.35546875,0.04794921875,-0.004655666467442643,3530,0.0,1788711.625,0.0003,0.005515796,0.2,-1.6187597654759884,0.4244886338710785
41229.67767483999,336.0,727040,355,18,39489,2932813.037890625,0.06015625,-0.003705480450298637,3540,0.0,1600343.875,0.0003,0.008384127,0.2,-1.6104524955153465,0.42330050468444824
41320.23421525,336.0,729088,356,18,39599,3697298.49296875,0.048681640625,-0.003460308500507381,3550,0.0,1937231.375,0.0003,0.0052032797,0.2,-1.5959584929049015,0.42025938630104065
41525.115904260005,336.0,731136,357,18,39702,3949472.6515625,0.059912109375,-0.005817621640744619,3560,0.0,1792639.125,0.0003,0.0072969706,0.2,-1.5877233896404506,0.42093178629875183
41797.956762190006,336.0,733184,358,18,39806,2842156.643359375,0.071337890625,-0.005420708948076935,3570,0.0,1488607.625,0.0003,0.0061938306,0.2,-1.5807095218449831,0.41834887862205505
41435.9818736,336.0,735232,359,18,39907,3212396.19140625,0.06748046875,-0.004333688823680859,3580,5.960464477539063e-08,1362310.375,0.0003,0.0060847094,0.2,-1.5783987276256084,0.4199674129486084
41130.826679549995,336.0,737280,360,18,40008,2676281.3109375,0.083837890625,-0.004529468009422999,3590,0.0,1300989.25,0.0003,0.006514219,0.2,-1.586384368687868,0.4204671382904053
40975.71900766001,336.0,739328,361,18,40111,3413043.72734375,0.083056640625,-0.005793601734330878,3600,-1.1920928955078125e-07,1922977.375,0.0003,0.008131097,0.2,-1.5846886560320854,0.42001548409461975
40448.15969818,336.0,741376,362,18,40211,2890943.79453125,0.084716796875,-0.004208492628822569,3610,0.0,1558982.625,0.0003,0.007272334,0.2,-1.5788901809602975,0.4191555976867676
40397.49847464,336.0,743424,363,18,40311,2791718.118359375,0.056884765625,-0.002233068500208901,3620,0.0,1273787.625,0.0003,0.0038437434,0.2,-1.5659911911934614,0.4164419174194336
40350.44509798999,336.0,745472,364,18,40414,3357411.328125,0.0771484375,-0.0068967534723924475,3630,0.0,1573845.125,0.0003,0.007197524,0.2,-1.5640155740082264,0.4182049036026001
40143.97238152,336.0,747520,365,18,40516,2847546.28515625,0.096142578125,-0.008226065900089452,3640,-1.1920928955078125e-07,1540642.25,0.0003,0.008513452,0.2,-1.57024793215096,0.4184483587741852
41070.58124448,336.0,749568,366,18,40619,3547641.084375,0.066845703125,-0.005942886813863879,3650,0.0,1808303.125,0.0003,0.0062156674,0.2,-1.5760294359177351,0.4197598695755005
40819.48552804,336.0,751616,367,18,40726,4358543.0859375,0.08427734375,-0.005719348396814894,3660,0.0,2213588.5,0.0003,0.008103469,0.2,-1.5748035836964847,0.4181438982486725
40692.158986559996,336.0,753664,368,18,40827,3459105.34453125,0.056201171875,-0.0035582413896918298,3670,0.0,1713404.0,0.0003,0.005550672,0.2,-1.572931095585227,0.4195763170719147
41262.867249890005,336.0,755712,369,18,40931,3458530.54609375,0.051904296875,-0.003409324074164033,3680,0.0,2101620.25,0.0003,0.006211695,0.2,-1.578049099817872,0.4201587736606598
41427.507112720006,336.0,757760,370,18,41032,4048669.95078125,0.05205078125,-0.004092053943895735,3690,0.0,1833136.25,0.0003,0.0051653786,0.2,-1.5746451359242202,0.4189293384552002
41382.37126785,336.0,759808,371,18,41134,3629314.13984375,0.084130859375,-0.005524436662381049,3700,0.0,1477434.125,0.0003,0.005986899,0.2,-1.5760028053075075,0.4207308292388916
41368.56187046,336.0,761856,372,18,41235,3122861.696875,0.0755859375,-0.0045327329862629995,3710,0.0,1649237.75,0.0003,0.0071297702,0.2,-1.5956699471920728,0.42451953887939453
41422.86838991,336.0,763904,373,18,41335,3858025.65625,0.09833984375,-0.006394116977753583,3720,0.0,1765945.0,0.0003,0.008949667,0.2,-1.6136186327785254,0.42606380581855774
41030.41822428999,336.0,765952,374,18,41439,2948267.869140625,0.0583984375,-0.003236871163244359,3730,0.0,1501650.5,0.0003,0.00529284,0.2,-1.6231496624648571,0.42775699496269226
40666.170838419996,336.0,768000,375,18,41540,2808938.233203125,0.041162109375,-0.0034066616302879994,3740,0.0,1571621.125,0.0003,0.0043281154,0.2,-1.6188930492848157,0.42501139640808105
40893.447121799996,336.0,770048,376,18,41639,2222764.4484375,0.091357421875,-0.0069462437160837,3750,0.0,861258.25,0.0003,0.0064488715,0.2,-1.599613056704402,0.42280372977256775
40987.379986780004,336.0,772096,377,18,41739,3560887.7953125,0.075341796875,-0.004982409709191416,3760,1.1920928955078125e-07,2209910.5,0.0003,0.0066998806,0.2,-1.6007045064121486,0.42541027069091797
41042.227754609994,336.0,774144,378,18,41839,3671033.8875,0.078076171875,-0.005537291093787644,3770,0.0,1936528.0,0.0003,0.0066443374,0.2,-1.6069684453308581,0.42445120215415955
41370.55563781,336.0,776192,379,18,41938,3215428.6375,0.085107421875,-0.005325431886012666,3780,0.0,1379517.625,0.0003,0.00792717,0.2,-1.6030054092407227,0.4240739345550537
41620.49140041,336.0,778240,380,18,42038,3461417.11796875,0.06513671875,-0.005967200121085625,3790,0.0,1736206.125,0.0003,0.0064881123,0.2,-1.6031291972845794,0.42389413714408875
41954.782805389994,336.0,780288,381,18,42143,4019420.628125,0.078369140625,-0.005520515602256637,3800,0.0,2102389.75,0.0003,0.008426754,0.2,-1.6020794678479433,0.42309632897377014
41693.343935389996,336.0,782336,382,18,42243,3387010.4671875,0.083740234375,-0.005543904709338676,3810,0.0,1568446.0,0.0003,0.0065142587,0.2,-1.5965624399483205,0.4222170412540436
41244.792897349995,336.0,784384,383,18,42343,3721566.875,0.0748046875,-0.00520597508220817,3820,0.0,1892880.125,0.0003,0.0064745815,0.2,-1.592731250450015,0.42223072052001953
41029.68544407,336.0,786432,384,18,42444,2205316.854296875,0.11357421875,-0.0069416368467500435,3830,1.1920928955078125e-07,1103723.125,0.0003,0.010533404,0.2,-1.592227904871106,0.4220910966396332
40222.91826964,336.0,788480,385,18,42544,3055794.299609375,0.062841796875,-0.00451093543524621,3840,0.0,1823772.875,0.0003,0.0040397425,0.2,-1.5839689780026673,0.41998156905174255
39983.49817653999,336.0,790528,386,18,42643,2072716.761328125,0.086181640625,-0.004759683786687674,3850,0.0,1156346.5,0.0003,0.007686781,0.2,-1.5795761179178953,0.4209023416042328
40160.97041973,336.0,792576,387,18,42743,3538808.56875,0.046923828125,-0.002878162379056448,3860,5.960464477539063e-08,1856636.875,0.0003,0.005589269,0.2,-1.572025067731738,0.4180198013782501
40755.11229862,336.0,794624,388,18,42844,4306594.54609375,0.06201171875,-0.003789964676980162,3870,0.0,2311161.0,0.0003,0.0055595525,0.2,-1.5594998084008693,0.4178031384944916
40425.04070155,336.0,796672,389,18,42952,3241154.13125,0.130419921875,-0.009032343669969124,3880,0.0,1718343.5,0.0003,0.009981967,0.2,-1.5546242982149123,0.4166375696659088
40543.392421200006,336.0,798720,390,18,43054,3339367.2453125,0.067236328125,-0.0028300214697082994,3890,0.0,1673037.125,0.0003,0.0043912404,0.2,-1.5478372327983378,0.4157314598560333
41315.17464991,336.0,800768,391,18,43154,3645869.3578125,0.03017578125,-0.0017532461686641909,3900,0.0,1728509.0,0.0003,0.0042466028,0.2,-1.5424875393509865,0.41510245203971863
41600.47897643,336.0,802816,392,18,43257,3509553.1578125,0.0984375,-0.006787043805525172,3910,0.0,1641835.875,0.0003,0.0072954423,0.2,-1.538026298582554,0.4145630896091461
41630.832204,336.0,804864,393,18,43357,3311934.1796875,0.081103515625,-0.006468612230673898,3920,0.0,1527828.875,0.0003,0.0068923896,0.2,-1.5322330273687839,0.4129229485988617
41348.01687767,336.0,806912,394,18,43456,3342798.0890625,0.10458984375,-0.0070947766667814,3930,0.0,1271323.0,0.0003,0.007862376,0.2,-1.5265341356396676,0.4126845896244049
41472.33824842,336.0,808960,395,18,43557,3241654.10625,0.06611328125,-0.0033588360471185296,3940,1.1920928955078125e-07,1633745.5,0.0003,0.005344054,0.2,-1.5242455016821623,0.4123196601867676
41393.77322622,336.0,811008,396,18,43657,2925284.866015625,0.057080078125,-0.003907550039366469,3950,0.0,1209601.75,0.0003,0.0049518105,0.2,-1.512125250324607,0.4101759195327759
41178.3786568,336.0,813056,397,18,43757,3787152.484375,0.058251953125,-0.004582994033989962,3960,0.0,2065052.75,0.0003,0.006845771,0.2,-1.4968946669250727,0.4082581698894501
41196.133296420005,336.0,815104,398,18,43857,3617679.66484375,0.07109375,-0.004033765941858292,3970,0.0,1900512.5,0.0003,0.0069979946,0.2,-1.4907748222351074,0.4084954261779785
41695.4344592,336.0,817152,399,18,43957,3132858.31796875,0.05859375,-0.003902872314210981,3980,0.0,1454095.125,0.0003,0.005952994,0.2,-1.4858824152499437,0.4074500501155853
41930.29376510999,336.0,819200,400,18,44057,3887274.4375,0.0826171875,-0.005078644036257174,3990,1.1920928955078125e-07,1861095.5,0.0003,0.00680583,0.2,-1.476505208015442,0.40673431754112244
41851.46006306,336.0,821248,401,18,44156,3348748.23515625,0.062109375,-0.004016546146885958,4000,0.0,1778832.5,0.0003,0.0067185806,0.2,-1.4833222106099129,0.40919360518455505
41954.23384570999,336.0,823296,402,18,44259,2259703.959375,0.072802734375,-0.003622752112278249,4010,0.0,921682.875,0.0003,0.009006103,0.2,-1.4891846500337125,0.40944477915763855
41637.3246931,336.0,825344,403,18,44360,3233865.19296875,0.098193359375,-0.008590289518178907,4020,0.0,1516941.0,0.0003,0.0080321655,0.2,-1.4858096916228534,0.4086112976074219
41158.51009234,336.0,827392,404,18,44460,3063229.6671875,0.05654296875,-0.002914752226206474,4030,0.0,1430115.125,0.0003,0.004684902,0.2,-1.4747871030122042,0.4059917628765106
40793.0120125,336.0,829440,405,18,44563,2969627.703125,0.0919921875,-0.005890330446709413,4040,0.0,1570806.25,0.0003,0.0072254706,0.2,-1.4646674189716578,0.40573999285697937
40844.96859052,336.0,831488,406,18,44663,2848770.7296875,0.069384765625,-0.002592797151010018,4050,0.0,1066355.5,0.0003,0.0067048315,0.2,-1.461815971508622,0.4052833020687103
41111.3330202,336.0,833536,407,18,44763,3007172.545703125,0.082470703125,-0.006279563455609605,4060,0.0,1584584.875,0.0003,0.007397456,0.2,-1.4648575097322465,0.4067603647708893
41167.98828727999,336.0,835584,408,18,44863,3891364.4171875,0.075244140625,-0.004096968853264116,4070,0.0,1994430.5,0.0003,0.0065087536,0.2,-1.474440236389637,0.40859460830688477
41314.56050346001,336.0,837632,409,18,44964,3747580.31953125,0.083447265625,-0.0050544004719995424,4080,0.0,1679010.5,0.0003,0.0074766316,0.2,-1.4741312865167857,0.4071899950504303
41485.04808848,336.0,839680,410,18,45069,3832822.23984375,0.050341796875,-0.004439704072137829,4090,0.0,1934565.125,0.0003,0.005103647,0.2,-1.4699954092502594,0.4077528715133667
41411.06639591,336.0,841728,411,18,45170,3196831.428125,0.07265625,-0.00761714916152414,4100,0.0,1769099.5,0.0003,0.0068944297,0.2,-1.4696999635547399,0.40782347321510315
41325.61101554999,336.0,843776,412,18,45274,3341553.56875,0.079638671875,-0.005710568423091899,4110,0.0,1743467.75,0.0003,0.008200659,0.2,-1.4622044939547778,0.40531429648399353
41273.43176036,336.0,845824,413,18,45376,3065599.9328125,0.059765625,-0.0011765928986278596,4120,0.0,1512840.75,0.0003,0.004908028,0.2,-1.4536343310028315,0.4047226011753082
41134.26353861,336.0,847872,414,18,45476,3140821.153125,0.054443359375,-0.0030441485723713413,4130,1.1920928955078125e-07,1630840.875,0.0003,0.006709818,0.2,-1.4633752040565013,0.4073081314563751
41222.22348017,336.0,849920,415,18,45577,3264542.40703125,0.067236328125,-0.0038718804949894547,4140,0.0,1694566.375,0.0003,0.008714007,0.2,-1.4716900281608105,0.4070327579975128
40460.86696385,336.0,851968,416,18,45677,3216696.53359375,0.080224609375,-0.005617529405571986,4150,5.960464477539063e-08,1551112.375,0.0003,0.006192189,0.2,-1.4721985720098019,0.4071158170700073
40975.095670220006,336.0,854016,417,18,45779,2390595.868359375,0.06552734375,-0.0026001795908086934,4160,0.0,1324844.875,0.0003,0.008556633,0.2,-1.4655634488910436,0.40560784935951233
41165.39981609,336.0,856064,418,18,45879,3251295.1328125,0.089794921875,-0.004596195732301567,4170,0.0,1364162.0,0.0003,0.0065177027,0.2,-1.459885898604989,0.4043804705142975
41058.170930349996,336.0,858112,419,18,45979,3101280.76328125,0.066748046875,-0.0045038262702291835,4180,0.0,1733940.125,0.0003,0.006813668,0.2,-1.4578729584813117,0.4051692485809326
40845.771123549996,336.0,860160,420,18,46080,2252011.309375,0.08369140625,-0.004406746769382153,4190,1.1920928955078125e-07,1436786.75,0.0003,0.006512975,0.2,-1.4748259849846364,0.40804028511047363
41196.93281530999,336.0,862208,421,18,46180,3180714.6671875,0.080810546875,-0.006317503510217648,4200,0.0,1720682.25,0.0003,0.0066905254,0.2,-1.4880229264497757,0.4083341658115387
41007.00174025001,336.0,864256,422,18,46282,3249290.94453125,0.090087890625,-0.006166064918215852,4210,0.0,1672588.0,0.0003,0.0082784165,0.2,-1.4894234996289015,0.4079388678073883
