time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/clip_fraction,train/learning_rate,train/loss,train/entropy_loss,train/std,train/value_loss,train/n_updates,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/clip_range
866304,15,54985,40714.56549162,336.0,423,0.0416015625,0.0003,1587427.875,-1.732851330190897,0.4454324245452881,3072921.476171875,4220,0.0054403106,0.0,-0.0008940465188061353,0.2
868352,15,55147,40533.24311313,336.0,424,0.048974609375,0.0003,1936035.75,-1.7201963186264038,0.4436425268650055,3654095.98984375,4230,0.007077886,0.0,-0.0023621796470251867,0.2
870400,15,55308,40413.2948446,336.0,425,0.060595703125,0.0003,1449801.5,-1.713867460563779,0.443500280380249,2554349.355078125,4240,0.005856079,0.0,-0.0034658337441214825,0.2
872448,15,55471,39981.21289225,336.0,426,0.06240234375,0.0003,1368194.5,-1.703982063755393,0.44159194827079773,2853806.4984375,4250,0.006760207,2.384185791015625e-07,-0.003712993816589005,0.2
874496,15,55635,39939.97657933,336.0,427,0.0662109375,0.0003,1353342.625,-1.698195543140173,0.4416228234767914,2994291.32421875,4260,0.0058781826,0.0,-0.0033569866383913903,0.2
876544,15,55797,39603.55734772,336.0,428,0.071630859375,0.0003,1600583.75,-1.6984563190490007,0.44159355759620667,2866119.314453125,4270,0.0067375954,5.960464477539063e-08,-0.004866208457679022,0.2
878592,15,55959,39950.00104091,336.0,429,0.07412109375,0.0003,1378307.125,-1.694926878809929,0.4411959648132324,2922735.018359375,4280,0.006827818,0.0,-0.004508483994868584,0.2
880640,15,56119,40058.17801637,336.0,430,0.08583984375,0.0003,1760210.375,-1.6990669660270215,0.44312918186187744,3792679.90546875,4290,0.0064667445,0.0,-0.005368823291064473,0.2
882688,15,56281,40335.66864720001,336.0,431,0.04560546875,0.0003,1564466.5,-1.6941534765064716,0.4405788481235504,3179448.42578125,4300,0.0054918407,-1.1920928955078125e-07,-0.0033761042781407014,0.2
884736,15,56444,40681.390106499995,336.0,432,0.079736328125,0.0003,1619789.125,-1.6841450449079276,0.44084247946739197,2996364.453515625,4310,0.0076796524,0.0,-0.0058381971481139775,0.2
886784,15,56605,40415.7721761,336.0,433,0.0703125,0.0003,2239646.25,-1.6800554808229209,0.4399585425853729,3551535.60625,4320,0.0066756243,0.0,-0.003424561825522687,0.2
888832,15,56766,39917.823750669995,336.0,434,0.068212890625,0.0003,1483143.75,-1.681513874605298,0.44058123230934143,2925369.495703125,4330,0.008227995,0.0,-0.0023719556294963693,0.2
890880,15,56928,40119.387865050005,336.0,435,0.077734375,0.0003,1059575.125,-1.6766600389033557,0.438627153635025,2432633.475,4340,0.007908408,-1.1920928955078125e-07,-0.003965031627740245,0.2
892928,15,57095,40236.885201289995,336.0,436,0.081298828125,0.0003,1827841.875,-1.6689862132072448,0.43782222270965576,3013170.2453125,4350,0.008465106,0.0,-0.004985425305494573,0.2
894976,15,57253,40285.33115042,336.0,437,0.07470703125,0.0003,1421622.125,-1.660532545670867,0.4356612265110016,2754799.443359375,4360,0.00789668,0.0,-0.006298970119678416,0.2
897024,15,57413,40029.554006599996,336.0,438,0.05869140625,0.0003,1408816.75,-1.6553287506103516,0.4361790120601654,3012288.2984375,4370,0.005845057,0.0,-0.004112802994495723,0.2
899072,15,57572,39789.01388816999,336.0,439,0.080029296875,0.0003,1392773.25,-1.6552094269543887,0.43707409501075745,2909615.6,4380,0.0067087254,0.0,-0.005796242685028119,0.2
901120,15,57732,40096.85517789,336.0,440,0.0521484375,0.0003,1388462.625,-1.6536878757178783,0.4372274875640869,2876697.318359375,4390,0.005136228,0.0,-0.0037518969817028846,0.2
903168,15,57891,40324.10297791,336.0,441,0.0755859375,0.0003,2128881.25,-1.6595507711172104,0.43936511874198914,3907136.996875,4400,0.0073324037,0.0,-0.005707919507403858,0.2
905216,15,58052,40427.923999759994,336.0,442,0.095947265625,0.0003,1555189.25,-1.663404778763652,0.4382929801940918,3169032.71875,4410,0.0074711293,0.0,-0.004320979930344038,0.2
907264,15,58209,39989.68204428,336.0,443,0.110546875,0.0003,1632283.875,-1.6625817477703095,0.43784475326538086,2575958.186328125,4420,0.008568888,0.0,-0.00786417566050659,0.2
909312,15,58372,40178.90509717,336.0,444,0.10234375,0.0003,882340.125,-1.6658876474946738,0.43802690505981445,2152887.933203125,4430,0.008210199,0.0,-0.006902670057024806,0.2
911360,15,58532,39999.210680920005,336.0,445,0.05791015625,0.0003,1438120.625,-1.6659182578325271,0.43831542134284973,2763906.428125,4440,0.0062660538,0.0,-0.003872444103762973,0.2
913408,15,58692,40161.505793120006,336.0,446,0.077685546875,0.0003,1687262.125,-1.6670896239578723,0.4389146864414215,3358106.2125,4450,0.008163054,0.0,-0.005078971921466291,0.2
915456,15,58850,40508.9488615,336.0,447,0.053369140625,0.0003,1617328.5,-1.6680022794753313,0.4389422833919525,3799086.38671875,4460,0.0066370675,0.0,-0.002526881088851951,0.2
917504,15,59009,40524.026290099995,336.0,448,0.036669921875,0.0003,1839870.0,-1.6695213500410317,0.43905702233314514,3836672.92109375,4470,0.004340988,0.0,-0.002069878255861113,0.2
919552,15,59170,40248.666287759996,336.0,449,0.047900390625,0.0003,1717302.5,-1.6654251132160425,0.4385371506214142,3181066.00078125,4480,0.0055348007,0.0,-0.002984893925167853,0.2
921600,15,59331,40256.60707506,336.0,450,0.080908203125,0.0003,1369914.75,-1.6543663460761309,0.4360809028148651,2664039.990625,4490,0.0068255328,0.0,-0.004721992369741202,0.2
923648,15,59492,40157.92643732,336.0,451,0.083203125,0.0003,1206294.0,-1.65162970200181,0.43720802664756775,2293795.815234375,4500,0.008001417,0.0,-0.004716914486198221,0.2
925696,15,59652,40275.685553049996,336.0,452,0.069873046875,0.0003,1270867.5,-1.6476215224713087,0.43477559089660645,2878740.14140625,4510,0.0078102048,0.0,-0.0038900926672795324,0.2
927744,15,59813,40278.770501939995,336.0,453,0.062841796875,0.0003,1421139.875,-1.6341108441352845,0.43366941809654236,2897642.482421875,4520,0.005296952,0.0,-0.003731619739846792,0.2
929792,15,59972,40210.896605949994,336.0,454,0.06201171875,0.0003,1339393.875,-1.6251523409038782,0.4326537847518921,3102080.78203125,4530,0.006021317,0.0,-0.0037837946467334403,0.2
931840,15,60132,40527.35540565,336.0,455,0.061865234375,0.0003,1466787.25,-1.615594382584095,0.4311690628528595,2846652.820703125,4540,0.0067557786,-1.1920928955078125e-07,-0.003161193629784975,0.2
933888,15,60290,40542.83854514,336.0,456,0.05185546875,0.0003,1857642.125,-1.6106626849621535,0.43078383803367615,3226294.2796875,4550,0.005510765,0.0,-0.0028663287972449324,0.2
935936,15,60450,40344.15673705,336.0,457,0.060302734375,0.0003,1658591.75,-1.613316160067916,0.43170562386512756,3523974.18515625,4560,0.0059585804,0.0,-0.005508419062243775,0.2
937984,15,60611,40477.64287941999,336.0,458,0.080029296875,0.0003,1470528.875,-1.613439903780818,0.43063631653785706,2937381.41953125,4570,0.0073137116,0.0,-0.0044155735638923945,0.2
940032,15,60773,41017.52028556999,336.0,459,0.087109375,0.0003,1544928.625,-1.6144697245210409,0.4310257136821747,2722644.157421875,4580,0.0068135895,0.0,-0.006007259545731359,0.2
942080,15,60931,41331.662464680005,336.0,460,0.11181640625,0.0003,1607653.5,-1.6194714576005935,0.43227025866508484,3184758.478125,4590,0.010151014,0.0,-0.0067427972782752475,0.2
944128,15,61092,41203.478810270004,336.0,461,0.100732421875,0.0003,1459776.625,-1.6228399809449912,0.43272101879119873,3064460.672265625,4600,0.0082861725,0.0,-0.006925249405321665,0.2
946176,15,61250,40735.15301298999,336.0,462,0.064501953125,0.0003,1307546.0,-1.626066017150879,0.4335869550704956,2972516.105859375,4610,0.00676688,0.0,-0.0039766671077813955,0.2
948224,15,61408,40239.61478710999,336.0,463,0.04423828125,0.0003,1251449.125,-1.6400942608714104,0.4364151060581207,2809847.284375,4620,0.0053539965,0.0,-0.003441143286181614,0.2
950272,15,61567,40094.57534446,336.0,464,0.09609375,0.0003,1236580.75,-1.640475532785058,0.4337131083011627,2651397.4515625,4630,0.0070980955,0.0,-0.004620382053690264,0.2
952320,15,61725,40143.142969190005,336.0,465,0.083203125,0.0003,1938611.375,-1.6315837118774652,0.43360456824302673,3314987.4796875,4640,0.008359896,0.0,-0.00750961570374784,0.2
954368,15,61884,40416.322127110005,336.0,466,0.075,0.0003,1252219.5,-1.6256446078419686,0.4315234124660492,2919147.45234375,4650,0.0069020735,0.0,-0.004642024084751029,0.2
956416,15,62043,40253.291571609996,336.0,467,0.06171875,0.0003,1418630.125,-1.619729010015726,0.4322274625301361,2908686.66328125,4660,0.005937898,0.0,-0.0052231268084142355,0.2
958464,15,62203,40436.65057901,336.0,468,0.072998046875,0.0003,1157932.125,-1.6221833515912294,0.4322068393230438,2766868.30625,4670,0.006992028,0.0,-0.0047611974252504295,0.2
960512,15,62361,40581.36632862999,336.0,469,0.06591796875,0.0003,1610434.75,-1.6226583048701286,0.43191251158714294,2640111.155859375,4680,0.0064087044,0.0,-0.0042188909268588756,0.2
962560,15,62519,40416.78564903999,336.0,470,0.076953125,0.0003,1552507.0,-1.617551264166832,0.4293603003025055,2995186.295703125,4690,0.008538702,1.1920928955078125e-07,-0.006151042784040328,0.2
964608,15,62679,40057.71302833,336.0,471,0.084033203125,0.0003,1551716.875,-1.617241732403636,0.43146196007728577,2691506.64140625,4700,0.007374476,0.0,-0.006094342817959841,0.2
966656,15,62840,39761.74880487999,336.0,472,0.0794921875,0.0003,1107681.0,-1.6206134036183357,0.43130090832710266,2354451.443359375,4710,0.007791662,0.0,-0.004668971501814667,0.2
968704,15,62999,39353.658506379994,336.0,473,0.0630859375,0.0003,1419508.0,-1.6265905272215604,0.43412327766418457,2916318.55234375,4720,0.0061185528,-1.1920928955078125e-07,-0.0036842190907918847,0.2
970752,15,63158,39551.008859530004,336.0,474,0.05849609375,0.0003,1380477.25,-1.6388863530009985,0.4349396526813507,2550403.753125,4730,0.005066584,0.0,-0.002050526055973023,0.2
972800,15,63316,39626.74040406001,336.0,475,0.069921875,0.0003,1843967.0,-1.651575642824173,0.43723568320274353,3269115.121875,4740,0.006817939,0.0,-0.005359262412093812,0.2
974848,15,63477,39601.981087379994,336.0,476,0.082861328125,0.0003,1429771.125,-1.6626197297126055,0.4374832212924957,2807768.13203125,4750,0.0068645803,0.0,-0.0056062416086206214,0.2
976896,15,63638,39714.99169278001,336.0,477,0.087548828125,0.0003,1858207.0,-1.664840703085065,0.43698737025260925,3309215.0984375,4760,0.008119047,0.0,-0.0055708625674014915,0.2
978944,15,63796,39659.17934416001,336.0,478,0.055078125,0.0003,1359804.5,-1.6662838079035283,0.4372769296169281,2711298.141796875,4770,0.005064063,0.0,-0.0019502366318192798,0.2
980992,15,63956,39901.7814117,336.0,479,0.0740234375,0.0003,1186231.75,-1.6668269447982311,0.4364510476589203,2657715.287890625,4780,0.008018362,0.0,-0.004713838724273956,0.2
983040,15,64115,39682.36683402,336.0,480,0.0361328125,0.0003,1513294.625,-1.6592977177351713,0.43540921807289124,3565512.87421875,4790,0.005002392,0.0,-0.0017695418282528408,0.2
985088,15,64278,39116.03051243,336.0,481,0.10712890625,0.0003,1210693.375,-1.6600048828870058,0.4374810457229614,2069347.49140625,4800,0.009566815,-1.1920928955078125e-07,-0.004590241474215872,0.2
987136,15,64436,39350.15604645,336.0,482,0.075634765625,0.0003,1145164.75,-1.6607026655226946,0.43709123134613037,2247940.585546875,4810,0.0075986832,-1.1920928955078125e-07,-0.003615732005710015,0.2
989184,15,64597,40014.65717412999,336.0,483,0.07138671875,0.0003,1907834.5,-1.6514849852770568,0.43518051505088806,3563023.0015625,4820,0.0073213847,0.0,-0.005097261480113957,0.2
991232,15,64758,39837.614390660005,336.0,484,0.06533203125,0.0003,2081449.375,-1.6399510946124791,0.43301352858543396,3946169.5484375,4830,0.0059117917,-1.1920928955078125e-07,-0.004928500822279603,0.2
993280,15,64919,40059.317494990006,336.0,485,0.092138671875,0.0003,1380984.25,-1.6359700337052345,0.4329843819141388,2599294.772265625,4840,0.01028714,0.0,-0.005843907581584063,0.2
995328,15,65079,40054.32604433,336.0,486,0.039794921875,0.0003,1456962.5,-1.6302093714475632,0.4307492673397064,3091317.88125,4850,0.004081155,-1.1920928955078125e-07,-0.002208106936450349,0.2
997376,15,65237,40571.54763024,336.0,487,0.057763671875,0.0003,1239746.25,-1.6271768871694803,0.4318622648715973,2855938.911328125,4860,0.006296614,0.0,-0.0031842266878811644,0.2
999424,15,65397,40948.213375980005,336.0,488,0.062744140625,0.0003,1877618.25,-1.628937055170536,0.43232718110084534,3788092.75,4870,0.005533623,0.0,-0.004713800950412406,0.2
1001472,15,65559,41117.55217169001,336.0,489,0.07861328125,0.0003,1736733.375,-1.6237548358738423,0.43107056617736816,3040567.352734375,4880,0.00819888,0.0,-0.005594804366410244,0.2
