rollout/ep_len_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates
336.0,11,481824,42433,-127138.14284828,1434,0.001,36735.53252883184,18803869.50892857,481488
336.0,11,482160,42463,-127901.48552073,1435,0.001,36659.046549479164,18980858.23735119,481824
336.0,11,482496,42492,-128307.51428298999,1436,0.001,36677.84791201637,17527542.680059522,482160
336.0,11,482832,42521,-129318.17995611999,1437,0.001,36763.68224516369,18685969.26190476,482496
336.0,11,483168,42550,-128572.57188039999,1438,0.001,36721.092901320684,16814632.42857143,482832
336.0,11,483504,42579,-129164.21309099,1439,0.001,36592.13481212797,18602141.125,483168
336.0,11,483840,42609,-128693.62192714,1440,0.001,36548.93716285342,19215328.69047619,483504
336.0,11,484176,42637,-128608.62114714002,1441,0.001,36571.91950334822,18843820.23214286,483840
336.0,11,484512,42667,-127884.94160291998,1442,0.001,36491.75811476934,20109001.354166668,484176
336.0,11,484848,42696,-129083.06811684997,1443,0.001,36499.15687779018,18042328.76785714,484512
336.0,11,485184,42726,-128135.64511204998,1444,0.001,36559.706182570684,18179160.311011903,484848
336.0,11,485520,42755,-130487.16743289,1445,0.001,36567.8291015625,18521707.31324405,485184
336.0,11,485856,42784,-131822.48877363,1446,0.001,36626.76926385789,18756995.17857143,485520
336.0,11,486192,42814,-131283.07413198,1447,0.001,36726.680338541664,17723319.336309522,485856
336.0,11,486528,42843,-132651.62024506,1448,0.001,36610.922154017855,18273610.757440478,486192
336.0,11,486864,42872,-133995.83384881,1449,0.001,36604.30394345238,19125401.30357143,486528
336.0,11,487200,42901,-132797.60933421002,1450,0.001,36549.99105980283,19545561.948660713,486864
336.0,11,487536,42930,-132117.41761261,1451,0.001,36612.654389880954,18050695.89434524,487200
336.0,11,487872,42960,-131991.93375818,1452,0.001,36586.695928664434,18099993.06547619,487536
336.0,11,488208,42988,-130126.47591662001,1453,0.001,36544.63833472842,18556781.132440478,487872
336.0,11,488544,43017,-129995.25381061001,1454,0.001,36430.75847516741,21295521.604910713,488208
336.0,11,488880,43047,-131115.20819918002,1455,0.001,36514.87713913691,19047501.00595238,488544
336.0,11,489216,43076,-131058.65646484999,1456,0.001,36488.07233537947,22340642.59077381,488880
336.0,11,489552,43105,-131058.36523389998,1457,0.001,36222.902018229164,17691951.05357143,489216
336.0,11,489888,43135,-132144.68618122,1458,0.001,36383.95896112351,17791848.70386905,489552
336.0,11,490224,43164,-132769.81147710996,1459,0.001,36268.26740373884,15894694.049107144,489888
336.0,11,490560,43194,-132983.17701783,1460,0.001,36272.88829985119,17308967.90699405,490224
336.0,11,490896,43223,-132597.83376654,1461,0.001,36236.69482421875,18943064.00892857,490560
336.0,11,491232,43253,-132125.92135847,1462,0.001,36334.47062174479,17776204.45238095,490896
336.0,11,491568,43281,-132936.88596849,1463,0.001,36186.298549107145,18007980.70610119,491232
336.0,11,491904,43312,-132255.02975706,1464,0.001,36227.20472935268,20925376.870535713,491568
336.0,11,492240,43341,-131442.37391231998,1465,0.001,36020.96928478422,20059754.67261905,491904
336.0,11,492576,43369,-134193.86076006002,1466,0.001,35992.72292364211,18687637.211309522,492240
336.0,11,492912,43398,-135628.63347511,1467,0.001,36193.34379650297,18394296.15029762,492576
336.0,11,493248,43428,-135847.03566926,1468,0.001,36150.46146065848,17569715.63690476,492912
336.0,11,493584,43457,-136035.50810873,1469,0.001,36182.52887834822,19708455.32440476,493248
336.0,11,493920,43486,-137283.58118223998,1470,0.001,36193.61944289434,17732657.38392857,493584
336.0,11,494256,43514,-138182.19202853,1471,0.001,36202.06544131324,17622426.916666668,493920
336.0,11,494592,43545,-138500.7142105,1472,0.001,36134.593505859375,17637630.375,494256
336.0,11,494928,43578,-139528.85342277001,1473,0.001,36125.60174851191,19824291.163690478,494592
336.0,11,495264,43607,-137644.30370443,1474,0.001,36011.20405505953,17892547.37202381,494928
336.0,11,495600,43637,-137911.53895806998,1475,0.001,36196.611572265625,18102954.286458332,495264
336.0,11,495936,43667,-137868.42075725,1476,0.001,36248.86433919271,18975508.17113095,495600
336.0,11,496272,43696,-137818.88382440002,1477,0.001,36212.255650111605,18698345.461309522,495936
336.0,11,496608,43725,-137608.31887221,1478,0.001,35917.11278134301,18828401.927083332,496272
336.0,11,496944,43754,-137728.86204985,1479,0.001,36116.66551571801,20610701.80654762,496608
336.0,11,497280,43784,-137807.7905581,1480,0.001,36051.57280040922,17380321.870535713,496944
336.0,11,497616,43814,-136891.14850054,1481,0.001,35939.73831612723,18926309.54017857,497280
336.0,11,497952,43843,-136911.85009034,1482,0.001,35779.85406203497,18328498.66220238,497616
336.0,11,498288,43872,-135872.93430192,1483,0.001,35849.17310732887,18979823.29910714,497952
336.0,11,498624,43901,-135442.93021512998,1484,0.001,35987.948335193454,17433873.86607143,498288
336.0,11,498960,43930,-136767.47157869,1485,0.001,35956.17593238467,17068792.498511903,498624
336.0,11,499296,43959,-137019.67581132,1486,0.001,35975.90329706101,16876671.77827381,498960
336.0,11,499632,43990,-137296.10235565,1487,0.001,35890.73457263765,19250652.635416668,499296
336.0,11,499968,44019,-137910.31404623,1488,0.001,35944.4569266183,17511456.36235119,499632
336.0,11,500304,44048,-137404.65433716,1489,0.001,35856.59259905134,19499188.552083332,499968
336.0,11,500640,44077,-136489.39160564,1490,0.001,35827.93002464658,18296533.64434524,500304
336.0,11,500976,44106,-136059.71325323,1491,0.001,35913.89946056547,19103924.166666668,500640
336.0,11,501312,44136,-134596.57955353998,1492,0.001,35685.70700799851,19043089.6875,500976
336.0,11,501648,44165,-133663.99700934,1493,0.001,35828.46480887277,19876796.723214287,501312
336.0,11,501984,44194,-132726.23062682,1494,0.001,35812.786458333336,16146902.174107144,501648
336.0,11,502320,44223,-133205.3438651,1495,0.001,35833.85704985119,17634572.373511903,501984
336.0,11,502656,44252,-133678.85360277997,1496,0.001,36212.08197312128,17647498.38392857,502320
336.0,11,502992,44282,-133672.50770364,1497,0.001,35703.37624395461,16725969.27529762,502656
336.0,11,503328,44311,-133641.04114830997,1498,0.001,35757.820184616816,16338277.702380951,502992
336.0,11,503664,44340,-135264.17197228997,1499,0.001,35750.14153180803,17575255.96577381,503328
336.0,11,504000,44369,-134660.4777959,1500,0.001,35871.03429594494,17331731.73809524,503664
336.0,11,504336,44398,-134852.43648252,1501,0.001,35824.49933733259,18268913.59449405,504000
336.0,11,504672,44427,-135795.38049426998,1502,0.001,35698.12396530878,18023279.94345238,504336
336.0,11,505008,44456,-136734.07146545,1503,0.001,35839.436197916664,20611079.03199405,504672
336.0,11,505344,44485,-136609.29040525004,1504,0.001,35826.34278506324,18855622.319940478,505008
336.0,11,505680,44515,-135014.40276938002,1505,0.001,35732.884184337796,19343022.76785714,505344
336.0,11,506016,44593,-134185.00473652,1506,0.001,35924.05498976934,17556647.26785714,505680
336.0,11,506352,44611,-135146.066834,1507,0.001,35710.0139625186,17650080.04761905,506016
336.0,11,506688,44637,-135187.08742232,1508,0.001,35821.641322544645,18941418.95089286,506352
336.0,11,507024,45060,-134539.73610045004,1509,0.001,35641.06540643601,16536006.867559524,506688
336.0,11,507360,45080,-135681.26987379,1510,0.001,35763.78755115328,15865897.520833334,507024
336.0,11,507696,45098,-136251.45062546,1511,0.001,35535.338623046875,17931113.708333332,507360
336.0,11,508032,45115,-135359.06913279,1512,0.001,35797.985258556546,17362716.36011905,507696
336.0,11,508368,45133,-135794.79901239,1513,0.001,35709.06206984747,17199608.83482143,508032
336.0,11,508704,45150,-135447.82325118998,1514,0.001,35578.94126674107,19536317.711309522,508368
336.0,11,509040,45168,-136741.19502523998,1515,0.001,35645.61382765997,17110155.83779762,508704
336.0,11,509376,45187,-137027.58458559,1516,0.001,35321.02543712797,18435625.66220238,509040
336.0,11,509712,45208,-137064.05334143,1517,0.001,35654.14531017485,19629127.07738095,509376
336.0,11,510048,45231,-137368.07735813,1518,0.001,35576.24478004092,18716066.15625,509712
336.0,11,510384,45256,-137733.55099328997,1519,0.001,35376.659946986605,18969220.42857143,510048
336.0,11,510720,45285,-136275.90520374998,1520,0.001,35483.36058407738,17874734.22172619,510384
336.0,11,511056,45314,-136117.88714603998,1521,0.001,35542.81802222842,18538167.51488095,510720
336.0,11,511392,45343,-136817.7934746,1522,0.001,35365.28633045015,18788060.30952381,511056
336.0,11,511728,45372,-134758.99160859,1523,0.001,35635.63914853051,16825244.67261905,511392
336.0,11,512064,45400,-134336.58550893998,1524,0.001,35515.31854538691,17150636.94717262,511728
336.0,11,512400,45430,-134886.8135569,1525,0.001,35668.366303943454,18494902.44047619,512064
336.0,11,512736,45459,-133301.7870476,1526,0.001,35461.10321335566,16516370.598214285,512400
336.0,11,513072,45489,-132771.70391225,1527,0.001,35432.4961983817,18508226.84970238,512736
336.0,11,513408,45518,-132283.75663743998,1528,0.001,35579.450776599704,17192953.96875,513072
336.0,11,513744,45547,-132228.68636933,1529,0.001,35284.36182803199,18826513.751488097,513408
336.0,11,514080,45576,-132104.15327094,1530,0.001,35556.75022088914,16587736.944940476,513744
336.0,11,514416,45605,-132402.27532090002,1531,0.001,35324.32053338914,17035457.36607143,514080
336.0,11,514752,45634,-132762.65955894,1532,0.001,35484.67289806547,19232019.63392857,514416
336.0,11,515088,45664,-132033.53138200997,1533,0.001,35417.32810174851,19437738.76934524,514752
336.0,11,515424,45693,-130287.19077916,1534,0.001,35379.940673828125,16635688.04389881,515088
336.0,11,515760,45722,-130239.19844084997,1535,0.001,35281.92086356027,17893385.35565476,515424
336.0,11,516096,45751,-129982.70313468996,1536,0.001,35346.0973656064,19335610.44642857,515760
336.0,11,516432,45780,-129821.95530838998,1537,0.001,35410.20020693824,16645360.729166666,516096
336.0,11,516768,45809,-129716.06586487997,1538,0.001,35355.58378673735,15990317.964285715,516432
336.0,11,517104,45838,-129266.27545484998,1539,0.001,35449.05641973586,17179646.773809522,516768
336.0,11,517440,45866,-130041.59672492997,1540,0.001,35351.87531389509,18847774.66517857,517104
336.0,11,517776,45896,-131365.87831477998,1541,0.001,35288.705775669645,18445329.217261903,517440
336.0,11,518112,45925,-131128.22131926,1542,0.001,35102.481352306546,17755408.623511903,517776
336.0,11,518448,45956,-129968.33349130997,1543,0.001,35384.28781854539,17980865.992559522,518112
336.0,11,518784,45985,-130882.01077085998,1544,0.001,35240.514892578125,17225489.066964287,518448
336.0,11,519120,46014,-130436.63489970998,1545,0.001,35174.04360816592,16668441.816964285,518784
336.0,11,519456,46044,-129282.72284578999,1546,0.001,35155.45091610863,18844818.270089287,519120
336.0,11,519792,46074,-129203.48070152997,1547,0.001,35228.81809198289,18286032.214285713,519456
336.0,11,520128,46102,-128244.95010810999,1548,0.001,35161.53998093378,18197841.288690478,519792
336.0,11,520464,46131,-127952.26626796,1549,0.001,35182.83356584822,17139875.498511903,520128
336.0,11,520800,46161,-127669.55704690999,1550,0.001,35313.30194382441,20127531.229166668,520464
336.0,11,521136,46190,-126653.31282572998,1551,0.001,35269.58851841518,16859149.870535713,520800
336.0,11,521472,46220,-126245.04677538999,1552,0.001,35331.70770554316,17014212.563988097,521136
336.0,11,521808,46249,-127611.19873739997,1553,0.001,35518.62229120164,18919369.15922619,521472
336.0,11,522144,46278,-128272.25445000001,1554,0.001,35297.78440057664,17978470.517113097,521808
336.0,11,522480,46307,-129433.10727013,1555,0.001,35551.76453218006,19473640.23139881,522144
336.0,11,522816,46337,-128848.41312454002,1556,0.001,35271.97964332217,18867564.026785713,522480
336.0,11,523152,46365,-127818.52466915,1557,0.001,35180.242024739586,18570824.78720238,522816
336.0,11,523488,46395,-126949.33915827,1558,0.001,35292.436616443454,18689771.36160714,523152
336.0,11,523824,46425,-126040.62241317998,1559,0.001,35157.50847516741,17332173.401785713,523488
336.0,11,524160,46454,-124252.62078992998,1560,0.001,35296.19562639509,17383932.802083332,523824
336.0,11,524496,46485,-123053.80313662,1561,0.001,35173.46015857515,19373749.785714287,524160
336.0,11,524832,46514,-123656.90569405,1562,0.001,35189.25887044271,18161928.066964287,524496
336.0,11,525168,46543,-123538.94660115002,1563,0.001,35089.334077380954,18588135.08482143,524832
336.0,11,525504,46572,-122739.01025360003,1564,0.001,35146.05231584822,17373045.11904762,525168
336.0,11,525840,46601,-122359.09749780003,1565,0.001,35064.82230050223,16905629.76488095,525504
336.0,11,526176,46630,-122499.87331253002,1566,0.001,35236.28676060268,18545046.023809522,525840
336.0,11,526512,46660,-121713.25289424002,1567,0.001,34942.52411179316,19501804.54910714,526176
336.0,11,526848,46689,-120549.02614244002,1568,0.001,35121.11538550967,18161634.930059522,526512
336.0,11,527184,46719,-119775.00786926999,1569,0.001,35015.12910388765,17721245.35267857,526848
336.0,11,527520,46748,-118760.95663113,1570,0.001,34911.56226748512,18048881.095238097,527184
336.0,11,527856,46777,-116840.85458964999,1571,0.001,35003.610188802086,19699281.504464287,527520
336.0,11,528192,46807,-115406.48334131,1572,0.001,35174.783900669645,17541515.40029762,527856
336.0,11,528528,46836,-114664.2656149,1573,0.001,35031.07835751488,17872123.45386905,528192
336.0,11,528864,46869,-115527.78168952999,1574,0.001,34840.68434942336,17905003.92410714,528528
336.0,11,529200,46898,-115649.56190779,1575,0.001,35078.068940662204,16647809.879464285,528864
336.0,11,529536,46928,-115400.27499150998,1576,0.001,34919.16001674107,18520825.098214287,529200
336.0,11,529872,46957,-117596.33336802,1577,0.001,34905.0194266183,17581261.93452381,529536
336.0,11,530208,46987,-116689.87521130999,1578,0.001,35115.78091285342,16414085.45982143,529872
336.0,11,530544,47016,-114594.45129749998,1579,0.001,35109.15937732515,18106795.964285713,530208
336.0,11,530880,47045,-115194.85886529,1580,0.001,34988.65236700149,18873739.38839286,530544
336.0,11,531216,47074,-117474.44690227002,1581,0.001,34966.33478655134,17541345.74404762,530880
336.0,11,531552,47103,-115959.35329385001,1582,0.001,34954.09275018601,17753182.001488097,531216
336.0,11,531888,47133,-115924.06082875,1583,0.001,35028.53242420015,18524406.686011903,531552
336.0,11,532224,47163,-116647.64576025998,1584,0.001,34876.11078171503,17133936.461309522,531888
336.0,11,532560,47194,-116285.50339870997,1585,0.001,34858.11962890625,17400269.063988097,532224
336.0,11,532896,47224,-114825.57334027998,1586,0.001,34889.54294549851,18958920.16220238,532560
336.0,11,533232,47255,-114314.89760386,1587,0.001,34931.51164899553,15680003.583333334,532896
336.0,11,533568,47285,-114288.74887913,1588,0.001,34977.40036737351,17425838.291666668,533232
336.0,11,533904,47314,-114192.80810417002,1589,0.001,34808.15977260045,16550115.433035715,533568
336.0,11,534240,47343,-114174.63475686,1590,0.001,34950.23621186756,16613624.561011905,533904
336.0,11,534576,47372,-114393.00069720998,1591,0.001,34832.74078078497,19754364.55357143,534240
336.0,11,534912,47401,-115578.51186431001,1592,0.001,34868.75747535342,19210664.910714287,534576
336.0,11,535248,47430,-116349.26340786,1593,0.001,34987.866117931546,17762632.83035714,534912
336.0,11,535584,47459,-117086.36106790001,1594,0.001,34846.52594866072,17473492.65252976,535248
336.0,11,535920,47489,-116601.47804365,1595,0.001,34960.86716424851,19669706.691964287,535584
336.0,11,536256,47518,-117057.48460352,1596,0.001,34832.58641415551,18151980.48363095,535920
336.0,11,536592,47546,-115925.19006118998,1597,0.001,34921.64984421503,16523213.96279762,536256
336.0,11,536928,47575,-115403.57926126997,1598,0.001,34941.2405250186,17120937.964285713,536592
336.0,11,537264,47605,-113466.66870974997,1599,0.001,34664.55171130953,18727626.07589286,536928
336.0,11,537600,47634,-114619.23065315998,1600,0.001,34781.79259672619,16116238.46875,537264
336.0,11,537936,47663,-115837.29156211998,1601,0.001,34729.513799758184,17540382.191964287,537600
336.0,11,538272,47692,-115784.35549297997,1602,0.001,34802.96924990699,20614580.20684524,537936
336.0,11,538608,47721,-114212.35413145002,1603,0.001,34971.38592819941,19029157.5625,538272
336.0,11,538944,47751,-112958.36078002,1604,0.001,34979.02771577381,17854120.54017857,538608
336.0,11,539280,47780,-113120.90346428003,1605,0.001,34918.60944475447,18094892.68154762,538944
336.0,11,539616,47808,-113685.36304415,1606,0.001,34756.45721726191,18758955.13988095,539280
336.0,11,539952,47838,-113151.57303436,1607,0.001,34768.595540364586,18665613.51339286,539616
336.0,11,540288,47867,-115926.51372039999,1608,0.001,34974.09325009301,18560225.1875,539952
336.0,11,540624,47897,-116189.97885171998,1609,0.001,34793.381219773066,18061637.71279762,540288
336.0,11,540960,47926,-115802.23882130001,1610,0.001,34767.630987258184,18085692.79761905,540624
336.0,11,541296,47960,-116274.68012419,1611,0.001,34734.162958054316,17447157.69642857,540960
336.0,11,541632,47994,-116376.46774535999,1612,0.001,34884.350946335566,18447183.25892857,541296
336.0,11,541968,48023,-114741.34117472998,1613,0.001,34737.49703543527,18052346.86607143,541632
336.0,11,542304,48052,-113289.46000062999,1614,0.001,34907.29012044271,19136928.44940476,541968
336.0,11,542640,48082,-112852.23710114999,1615,0.001,34850.53308686756,17703893.717261903,542304
336.0,11,542976,48111,-112485.24812573,1616,0.001,34941.08949497768,19186730.427083332,542640
336.0,11,543312,48140,-112184.37843762999,1617,0.001,34851.42231677828,16063835.514880951,542976
336.0,11,543648,48169,-113858.67005774,1618,0.001,34717.37432570684,17172875.02529762,543312
336.0,11,543984,48199,-114116.53701587998,1619,0.001,34713.791631789434,18102983.69642857,543648
336.0,11,544320,48228,-115883.01727586,1620,0.001,34849.12287248884,18716477.81845238,543984
336.0,11,544656,48257,-117111.02740139,1621,0.001,34974.84803989955,18185049.870535713,544320
336.0,11,544992,48286,-117696.07781317999,1622,0.001,34796.10467819941,17739377.89285714,544656
336.0,11,545328,48317,-117265.39607998001,1623,0.001,34843.71218145461,18094597.010416668,544992
336.0,11,545664,48346,-118309.23288900997,1624,0.001,34819.62484886533,19363003.214285713,545328
336.0,11,546000,48375,-117832.96586177999,1625,0.001,34807.37762741816,18495570.589285713,545664
336.0,11,546336,48404,-119187.95349848998,1626,0.001,34983.27970377604,17924454.92113095,546000
336.0,11,546672,48434,-119778.19277907001,1627,0.001,34789.63278924851,17889959.03125,546336
336.0,11,547008,48464,-120776.14212887999,1628,0.001,35022.38604445684,18082160.44345238,546672
336.0,11,547344,48493,-120609.41635118,1629,0.001,34938.01998465402,18480248.97172619,547008
336.0,11,547680,48523,-120294.52151870001,1630,0.001,34795.90545944941,17969646.52529762,547344
336.0,11,548016,48552,-120611.08557394,1631,0.001,34718.76052129836,16378982.989583334,547680
336.0,11,548352,48582,-121133.40534332002,1632,0.001,34887.364467075895,19289019.714285713,548016
336.0,11,548688,48612,-121172.22574911,1633,0.001,34791.0706031436,17811389.37797619,548352
336.0,11,549024,48647,-121611.99180686999,1634,0.001,34694.230678013395,17882957.910714287,548688
336.0,11,549360,48683,-123260.57533188003,1635,0.001,34904.27147274926,17409280.93452381,549024
336.0,11,549696,48717,-123182.66138915998,1636,0.001,34860.94816080729,17587584.248511903,549360
336.0,11,550032,48751,-121858.85781973001,1637,0.001,34872.52562313988,20680818.066964287,549696
336.0,11,550368,48782,-121809.75862140002,1638,0.001,34730.0633719308,15728006.55357143,550032
336.0,11,550704,48812,-121756.82255226001,1639,0.001,34830.909458705355,17104312.41889881,550368
336.0,11,551040,48843,-123242.04369941,1640,0.001,34829.35199265253,19381624.01488095,550704
336.0,11,551376,48873,-123368.26821386,1641,0.001,34744.70363653274,18193787.29464286,551040
336.0,11,551712,48902,-124309.47315515,1642,0.001,34647.94327799479,19968025.76488095,551376
336.0,11,552048,48932,-124388.01083513002,1643,0.001,34859.758510044645,18436322.66517857,551712
336.0,11,552384,48961,-124798.64773171,1644,0.001,34673.90605236235,18564431.741815478,552048
336.0,11,552720,48991,-124048.26267825003,1645,0.001,34839.083623976934,16412428.700892856,552384
336.0,11,553056,49020,-123143.38091776,1646,0.001,34919.84120396205,17609601.04613095,552720
336.0,11,553392,49054,-121518.65048591001,1647,0.001,34740.663364955355,20088829.742559522,553056
336.0,11,553728,49083,-121009.20074815997,1648,0.001,34694.27344912574,17453280.55654762,553392
336.0,11,554064,49112,-121007.93817640998,1649,0.001,34773.245733351934,18055897.79315476,553728
336.0,11,554400,49141,-120609.14150355998,1650,0.001,34777.5911109561,18467434.92559524,554064
336.0,11,554736,49171,-120988.43079584998,1651,0.001,34648.82293991816,19314608.97470238,554400
336.0,11,555072,49200,-122065.00107143998,1652,0.001,34780.10386439732,15891675.305059524,554736
336.0,11,555408,49229,-120346.57099417999,1653,0.001,34814.31332542783,18183457.779761903,555072
336.0,11,555744,49258,-118031.65584428002,1654,0.001,35032.21961030506,18232609.092261903,555408
336.0,11,556080,49288,-117675.31611253001,1655,0.001,34942.426025390625,18177488.20982143,555744
336.0,11,556416,49317,-119073.17786,1656,0.001,34969.688802083336,17958045.63690476,556080
336.0,11,556752,49345,-121245.23165637002,1657,0.001,34823.27294921875,16657314.644345239,556416
336.0,11,557088,49375,-120441.42526266,1658,0.001,34813.41035388765,17880002.854166668,556752
336.0,11,557424,49404,-121330.76642297,1659,0.001,34869.6852562314,17974335.864583332,557088
336.0,11,557760,49434,-122406.05664056998,1660,0.001,34943.013671875,16709265.453869049,557424
336.0,11,558096,49463,-125165.49708636997,1661,0.001,34689.53366815476,17415704.59077381,557760
336.0,11,558432,49492,-125045.87689583999,1662,0.001,34679.68655831473,17520406.60565476,558096
336.0,11,558768,49522,-124790.03433268997,1663,0.001,34941.19231305803,17120734.67857143,558432
336.0,11,559104,49552,-126133.71831177,1664,0.001,34845.053431919645,18650173.401785713,558768
336.0,11,559440,49581,-126554.57684316998,1665,0.001,34957.68100120908,17315805.70535714,559104
336.0,11,559776,49609,-124981.72443334998,1666,0.001,34964.08829752604,18289325.71279762,559440
336.0,11,560112,49639,-127151.64493096001,1667,0.001,34847.39660063244,18275464.686011903,559776
336.0,11,560448,49668,-128273.80282354,1668,0.001,34924.39019484747,20886692.072916668,560112
336.0,11,560784,49698,-128051.86932194,1669,0.001,34802.35767764137,18562064.16220238,560448
336.0,11,561120,49728,-127867.79580926997,1670,0.001,34938.85704985119,17338157.90327381,560784
336.0,11,561456,49758,-128941.14503429999,1671,0.001,35016.414713541664,19924091.691964287,561120
336.0,11,561792,49787,-130701.34559431,1672,0.001,35031.66492280506,16686166.604166666,561456
336.0,11,562128,49816,-130041.17943335998,1673,0.001,34881.047572544645,19759207.24702381,561792
336.0,11,562464,49845,-129628.35800375002,1674,0.001,34865.71266973586,19266534.938988097,562128
336.0,11,562800,49875,-129584.55591321,1675,0.001,34772.73686290922,17928165.145833332,562464
336.0,11,563136,49904,-128805.66644714001,1676,0.001,34817.52609979539,19648550.822916668,562800
336.0,11,563472,49933,-126631.81009806,1677,0.001,34869.98971121652,17102089.06547619,563136
336.0,11,563808,49963,-127067.02787348001,1678,0.001,34760.268391927086,18995202.09375,563472
336.0,11,564144,49993,-129252.05346389998,1679,0.001,34815.10699172247,17471942.78125,563808
336.0,11,564480,50022,-128852.38280307996,1680,0.001,34662.2147391183,20935019.63690476,564144
336.0,11,564816,50051,-126344.13542625001,1681,0.001,34698.95311337426,17868483.104166668,564480
336.0,11,565152,50080,-128789.36949004,1682,0.001,35017.15967959449,17785782.86607143,564816
336.0,11,565488,50110,-129190.5317533,1683,0.001,35009.84206426711,18851406.91220238,565152
336.0,11,565824,50139,-129843.09304811001,1684,0.001,34825.57094029018,19599675.779761903,565488
336.0,11,566160,50168,-129895.89958332,1685,0.001,34894.510044642855,17365864.08779762,565824
336.0,11,566496,50197,-131342.68857095,1686,0.001,34853.20515950521,17750962.30059524,566160
336.0,11,566832,50226,-130529.47172338999,1687,0.001,34834.30769856771,18176051.876488097,566496
336.0,11,567168,50256,-132007.36847837997,1688,0.001,34921.43065243676,18381804.49107143,566832
336.0,11,567504,50285,-131949.30610447,1689,0.001,34931.084681919645,17328853.336309522,567168
336.0,11,567840,50313,-132605.72148659,1690,0.001,34923.83435639881,18010530.09672619,567504
336.0,11,568176,50342,-131772.68412291,1691,0.001,34941.19076683408,16988560.45535714,567840
336.0,11,568512,50372,-131808.94245618,1692,0.001,34818.185825892855,17462532.13467262,568176
336.0,11,568848,50402,-132612.10945141,1693,0.001,34842.03044782366,18360701.35267857,568512
336.0,11,569184,50431,-132674.46962179,1694,0.001,34909.81446475074,18608993.0,568848
336.0,11,569520,50461,-131663.58427833,1695,0.001,34717.8791968936,17581385.01636905,569184
336.0,11,569856,50490,-131531.09754488,1696,0.001,34992.64836774553,18969480.91220238,569520
336.0,11,570192,50519,-132568.38648796998,1697,0.001,34949.3957984561,17841020.89285714,569856
336.0,11,570528,50548,-133259.52917095998,1698,0.001,35048.309175037204,18035644.98065476,570192
336.0,11,570864,50577,-133809.79862039,1699,0.001,34901.85878208705,16620256.476190476,570528
336.0,11,571200,50607,-132376.68373801,1700,0.001,34715.302083333336,18350102.66220238,570864
336.0,11,571536,50636,-130723.66938122001,1701,0.001,34966.593389601934,18318477.78125,571200
336.0,11,571872,50665,-129338.59553026,1702,0.001,35084.69838169643,18377205.092261903,571536
336.0,11,572208,50694,-130457.51111323998,1703,0.001,34906.936651320684,19625861.95684524,571872
336.0,11,572544,50724,-132627.14239872,1704,0.001,35014.89389183408,19436063.479166668,572208
336.0,11,572880,50753,-132466.34176925,1705,0.001,34862.48945545015,17931449.17113095,572544
336.0,11,573216,50782,-131555.35441206,1706,0.001,34988.68581426711,19343420.276041668,572880
336.0,11,573552,50811,-131545.61293989,1707,0.001,35032.323974609375,18633786.279761903,573216
336.0,11,573888,50843,-128728.75828246,1708,0.001,34908.84992327009,17388214.04761905,573552
336.0,11,574224,50875,-128488.76389865,1709,0.001,34993.756742931546,18202533.42559524,573888
336.0,11,574560,50904,-128617.05615812998,1710,0.001,34901.20210193453,16659038.267857144,574224
336.0,11,574896,50933,-128542.17243667001,1711,0.001,35036.70056733631,18616252.123511903,574560
336.0,11,575232,50964,-128078.54940975999,1712,0.001,34962.89164806547,18068522.74330357,574896
336.0,11,575568,50993,-130508.35833149002,1713,0.001,34775.24230375744,19163812.20982143,575232
336.0,11,575904,51022,-130814.93252323,1714,0.001,34817.879301525296,18655467.09077381,575568
336.0,11,576240,51052,-131278.57522048,1715,0.001,34716.15383184524,18912821.11607143,575904
336.0,11,576576,51082,-132417.16365678,1716,0.001,35004.453334263395,17139149.714285713,576240
336.0,11,576912,51111,-133180.83751596,1717,0.001,34895.03462146578,18486105.60714286,576576
336.0,11,577248,51140,-130971.07524781,1718,0.001,34702.66673642113,18661657.32886905,576912
336.0,11,577584,51169,-130432.12558156,1719,0.001,34867.03842308408,20269175.30059524,577248
336.0,11,577920,51199,-130046.61307121,1720,0.001,34770.20896112351,18929384.33035714,577584
336.0,11,578256,51228,-129307.08018564,1721,0.001,35174.70488048735,17205850.70386905,577920
336.0,11,578592,51257,-127815.13600727997,1722,0.001,34898.80137416295,16181684.639136905,578256
336.0,11,578928,51286,-130085.77839685998,1723,0.001,34836.0586983817,18298032.177083332,578592
336.0,11,579264,51316,-129496.63948256001,1724,0.001,34780.66050502232,19959287.186011903,578928
336.0,11,579600,51346,-128974.15783402002,1725,0.001,35078.57034737723,16060581.504464285,579264
336.0,11,579936,51375,-130954.35764334,1726,0.001,34883.78765578497,18315072.54613095,579600
336.0,11,580272,51405,-130566.66603290002,1727,0.001,35001.28867885045,18822662.33779762,579936
336.0,11,580608,51435,-130163.17872296002,1728,0.001,34736.41913132441,17701575.44642857,580272
336.0,11,580944,51464,-130612.58163328002,1729,0.001,34816.306966145836,18045312.49107143,580608
336.0,11,581280,51493,-130665.99137950003,1730,0.001,35074.53831845238,15632588.520833334,580944
336.0,11,581616,51522,-129895.40580948001,1731,0.001,35051.35007440476,18920236.101190478,581280
336.0,11,581952,51552,-128819.85323068002,1732,0.001,34950.216436476934,19097472.279761903,581616
